round,cards_remaining,markov_normal.decision_time_ms,markov_normal.decisions,markov_normal.result,markov_normal.capital_change,markov_arriesgado.decision_time_ms,markov_arriesgado.decisions,markov_arriesgado.result,markov_arriesgado.capital_change,markov_umbral.decision_time_ms,markov_umbral.decisions,markov_umbral.result,markov_umbral.capital_change,markov_hibrido.decision_time_ms,markov_hibrido.decisions,markov_hibrido.result,markov_hibrido.capital_change,hilo.decision_time_ms,hilo.decisions,hilo.result,hilo.capital_change,aleatorio1.decision_time_ms,aleatorio1.decisions,aleatorio1.result,aleatorio1.capital_change,aleatorio2.decision_time_ms,aleatorio2.decisions,aleatorio2.result,aleatorio2.capital_change,randomforest.decision_time_ms,randomforest.decisions,randomforest.result,randomforest.capital_change,markov_politica.decision_time_ms,markov_politica.decisions,markov_politica.result,markov_politica.capital_change
2279,180,61,2,0,0,24,1,-1,-5,6,2,-1,-5,1,1,-1,-5,0,1,0,0,0,1,-1,-5,0,1,-1,-5,37,1,0,0,0,0,0,0
2280,156,357,1,1,5,788,2,1,5,4,1,1,5,5,2,1,5,0,1,1,5,0,3,1,20,0,1,-1,-3,76,2,1,5,0,0,0,0
2281,129,22,2,1,5,48,3,1,5,4,1,1,5,15,3,1,5,0,2,1,5,0,1,1,5,0,1,1,5,35,1,1,5,0,0,0,0
2282,104,9,2,-1,-5,4,2,-1,-5,2,2,-1,-5,63,8,-1,-15,0,2,-1,-15,0,1,-1,-3,0,1,-1,-10,72,2,-1,-5,0,0,0,0
2283,72,9,1,-1,-5,2,1,-1,-3,1,2,-1,-5,8,3,-1,-10,0,2,0,0,0,2,-1,-5,0,1,-1,-10,72,2,-1,-5,0,0,0,0
2284,44,8,1,-1,-3,9,1,-1,-3,4,1,0,0,4,1,0,0,0,2,0,0,0,2,-1,-8,0,1,0,0,42,1,-1,-5,0,0,0,0
2285,20,6,1,0,0,13,2,-1,-5,5,1,0,0,8,2,-1,-5,0,1,0,0,0,1,-1,-5,0,1,-1,-10,35,1,0,0,0,0,0,0
2286,183,62,1,1,5,258,1,1,5,4,1,1,5,2,1,1,5,0,1,1,10,0,1,-1,-3,0,1,-1,-3,115,3,1,10,0,0,0,0
2287,160,104,1,0,0,418,1,-1,-5,1,1,-1,-5,22,3,-1,-5,0,1,-1,-10,0,1,-1,-10,0,1,-1,-5,41,1,0,0,0,0,0,0
2288,135,209,1,1,5,209,1,1,5,2,1,1,5,3,1,1,5,0,1,1,5,0,2,1,5,0,1,1,5,74,2,1,5,0,0,0,0
2289,113,19,2,0,0,11,1,-1,-3,10,3,0,0,4,1,0,0,0,2,-1,-5,0,1,0,0,0,1,-1,-5,151,4,-1,-5,0,0,0,0
2290,87,37,1,0,0,184,1,-1,-5,12,2,-1,-5,4,1,0,0,0,1,-1,-15,0,1,0,0,0,1,-1,-5,36,1,-1,-5,0,0,0,0
2291,64,12,1,0,0,89,2,-1,-5,4,1,-1,-10,1,1,-1,-5,0,1,-1,-35,0,2,-1,-5,0,1,-1,-5,36,1,-1,-5,0,0,0,0
2292,38,21,1,1,5,36,1,1,5,2,1,1,5,1,1,1,5,0,1,1,70,0,1,-1,-10,0,1,-1,-3,37,1,1,5,0,0,0,0
2293,17,166,1,-1,-3,82,1,-1,-3,3,1,-1,-3,6,1,-1,-3,0,1,0,0,0,1,-1,-3,0,3,-1,-5,34,1,-1,-3,0,0,0,0
2294,187,12,1,-1,-5,42,1,-1,-5,0,1,-1,-5,4,1,-1,-5,0,1,-1,-40,0,1,-1,-10,0,1,-1,-5,35,1,-1,-5,0,0,0,0
2295,164,32,3,-1,-5,18,2,0,0,4,1,-1,-10,1,1,-1,-5,0,1,-1,-5,0,1,0,0,0,1,-1,-3,37,1,-1,-3,0,0,0,0
2296,141,0,1,1,5,0,1,-1,-3,1,2,-1,-5,4,1,1,5,0,2,1,30,0,2,1,5,0,1,1,10,75,2,1,5,0,0,0,0
2297,116,0,1,1,7,1076,3,-1,-10,6,1,0,0,0,1,1,7,0,1,0,0,0,1,-1,-10,0,1,-1,-5,38,1,-1,-5,0,0,0,0
2298,93,369,2,-1,-5,293,1,-1,-10,5,2,-1,-5,3,1,-1,-5,0,1,-1,-5,0,1,-1,-10,0,3,-1,-20,36,1,-1,-5,0,0,0,0
2299,64,201,2,0,0,112,3,0,0,6,2,0,0,5,1,-1,-10,0,1,0,0,0,1,-1,-5,0,1,0,0,38,1,-1,-5,0,0,0,0
2300,40,23,1,1,5,77,3,1,5,1,1,1,5,2,1,1,5,0,1,1,5,0,1,1,5,0,4,0,0,37,1,1,5,0,0,0,0
2301,181,62,1,-1,-5,60,1,0,0,0,1,0,0,5,1,0,0,0,1,-1,-35,0,1,0,0,0,1,-1,-10,38,1,-1,-5,0,0,0,0
2302,161,131,1,-1,-5,218,2,1,5,2,1,1,5,3,1,1,5,0,1,1,5,0,1,-1,-3,0,1,1,5,38,1,1,5,0,0,0,0
2303,140,416,3,-1,-5,249,1,-1,-3,6,2,-1,-5,3,1,-1,-5,0,1,-1,-10,0,1,-1,-10,0,1,-1,-3,38,1,-1,-5,0,0,0,0
2304,115,227,2,0,0,509,2,-1,-5,4,3,0,0,11,2,-1,-5,0,2,-1,-10,0,2,-1,-5,0,1,-1,-5,38,1,-1,-5,0,0,0,0
2305,88,178,1,-1,-5,541,1,-1,-5,3,2,-1,-5,5,1,-1,-5,0,1,-1,-10,0,1,-1,-3,0,1,-1,-5,36,1,0,0,0,0,0,0
2306,66,28,1,-1,-3,25,1,-1,-3,2,2,1,5,7,1,1,5,0,1,1,30,0,1,1,10,0,1,1,10,37,1,1,5,0,0,0,0
2307,43,7,1,1,5,61,4,-1,-5,8,3,1,5,3,2,1,5,0,3,1,5,0,1,-1,-3,0,1,-1,-10,36,1,1,10,0,0,0,0
2308,178,358,1,-1,-5,537,1,-1,-5,6,1,-1,-5,3,1,-1,-5,0,1,-1,-50,0,1,-1,-5,0,1,-1,-3,36,1,-1,-5,0,0,0,0
2309,157,140,1,0,0,110,1,0,0,2,1,-1,-5,8,1,-1,-10,0,1,-1,-40,0,1,-1,-5,0,2,0,0,35,1,-1,-10,0,0,0,0
2310,133,236,1,1,10,113,1,1,5,6,5,1,17,1,1,1,5,0,1,1,75,0,1,-1,-3,0,1,-1,-10,37,1,1,5,0,0,0,0
2311,106,7,1,-1,-10,79,1,-1,-10,9,1,-1,-10,24,7,-1,-20,0,1,0,0,0,2,0,0,0,1,-1,-5,37,1,0,0,0,0,0,0
2312,75,465,1,-1,-5,455,1,-1,-10,5,3,-1,-10,78,19,-1,-45,0,1,-1,-45,0,1,-1,-5,0,1,-1,-5,112,3,-1,-15,0,0,0,0
2313,32,31,1,-1,-10,5,1,-1,-5,2,1,-1,-5,3,2,0,0,0,1,-1,-10,0,4,-1,-10,0,2,-1,-5,114,3,-1,-5,0,0,0,0
2314,177,147,1,1,5,36,1,1,5,3,1,1,5,10,1,1,10,0,1,1,15,0,1,-1,-3,0,1,1,10,116,3,1,5,0,0,0,0
2315,154,3,1,1,5,13,2,1,5,4,1,1,10,1,1,1,5,0,4,1,40,0,1,1,10,0,1,1,5,37,1,1,5,0,0,0,0
2316,129,0,1,0,0,0,1,1,7,5,1,0,0,3,2,0,0,0,1,0,0,0,1,-1,-5,0,1,-1,-5,36,1,-1,-5,0,0,0,0
2317,108,120,1,1,5,202,1,1,5,19,6,1,10,1,1,1,5,0,1,1,15,0,1,1,10,0,1,-1,-3,36,1,1,7,0,0,0,0
2318,83,1364,2,1,5,685,1,1,5,3,1,1,5,7,2,1,5,0,1,1,5,0,1,1,10,0,1,1,5,110,3,1,5,0,0,0,0
2319,59,320,2,-1,-5,128,2,-1,-5,0,1,-1,-5,1,1,-1,-5,0,1,0,0,0,1,-1,-5,0,2,-1,-5,36,1,-1,-5,0,0,0,0
2320,35,12,1,-1,-5,11,1,-1,-3,12,3,0,0,9,2,-1,-5,0,2,0,0,0,1,-1,-5,0,1,-1,-5,110,3,-1,-5,0,0,0,0
2321,181,31,2,1,5,6,1,-1,-3,0,1,1,7,4,1,1,5,0,2,1,5,0,1,1,10,0,1,-1,-5,76,2,1,5,0,0,0,0
2322,157,109,1,-1,-5,154,2,-1,-5,1,1,0,0,2,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,2,0,0,112,3,0,0,0,0,0,0
2323,135,727,1,-1,-10,545,1,-1,-5,2,1,-1,-5,4,1,-1,-5,0,1,-1,-45,0,1,0,0,0,1,-1,-10,36,1,-1,-5,0,0,0,0
2324,114,313,1,1,5,586,1,1,10,13,3,1,5,4,1,1,5,0,1,1,55,0,1,1,5,0,1,-1,-5,78,2,1,5,0,0,0,0
2325,89,4,3,-1,-5,28,2,-1,-5,0,1,0,0,4,1,0,0,0,1,0,0,0,1,-1,-5,0,1,-1,-3,43,1,0,0,0,0,0,0
2326,66,101,1,1,5,54,1,1,5,3,1,1,5,5,1,1,10,0,1,1,10,0,1,-1,-3,0,1,-1,-3,37,1,1,10,0,0,0,0
2327,45,0,1,0,0,82,1,-1,-5,0,1,0,0,5,2,-1,-5,0,4,-1,-5,0,1,-1,-5,0,1,-1,-3,109,3,-1,-5,0,0,0,0
2328,182,32,2,-1,-5,5,1,-1,-3,0,1,-1,-5,14,3,-1,-5,0,1,0,0,0,1,0,0,0,6,-1,-10,75,2,-1,-5,0,0,0,0
2329,152,19,1,-1,-5,31,2,0,0,3,2,-1,-5,4,1,-1,-10,0,3,-1,-5,0,1,-1,-5,0,1,-1,-3,36,1,0,0,0,0,0,0
2330,128,3,1,-1,-3,20,2,-1,-5,13,4,-1,-5,1,1,-1,-3,0,1,-1,-10,0,1,-1,-3,0,2,-1,-5,39,1,0,0,0,0,0,0
2331,105,41,2,0,0,61,1,-1,-5,2,1,-1,-5,23,3,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,63,2,-1,-5,0,0,0,0
2332,77,12,2,-1,-5,27,1,-1,-3,4,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,40,1,-1,-3,0,0,0,0
2333,57,0,1,0,0,175,1,-1,-5,5,1,-1,-5,3,2,-1,-5,0,1,-1,-5,0,3,-1,-5,0,1,-1,-5,146,4,-1,-5,0,0,0,0
2334,32,410,2,1,5,106,1,1,5,5,1,1,10,16,3,1,15,0,1,1,10,0,1,-1,-3,0,2,-1,-5,36,1,1,10,0,0,0,0
2335,180,345,3,0,0,81,1,0,0,0,1,0,0,1,1,-1,-3,0,1,-1,-5,0,1,0,0,0,1,-1,-5,37,1,-1,-3,0,0,0,0
2336,158,52,1,-1,-5,52,2,-1,-5,5,1,0,0,3,2,-1,-5,0,1,-1,-10,0,2,-1,-5,0,1,0,0,35,1,0,0,0,0,0,0
2337,131,20,1,1,5,20,1,1,5,3,2,1,5,3,1,-1,-5,0,1,1,5,0,2,1,5,0,1,1,5,35,1,1,5,0,0,0,0
2338,109,469,2,1,5,270,1,1,5,3,1,-1,-5,3,1,-1,-5,0,2,1,5,0,1,-1,-3,0,1,1,10,74,2,1,5,0,0,0,0
2339,84,230,1,0,0,229,1,0,0,2,2,-1,-5,4,2,-1,-5,0,1,0,0,0,1,-1,-5,0,3,-1,-8,35,1,-1,-5,0,0,0,0
2340,61,14,1,-1,-5,42,1,-1,-10,0,1,1,7,3,1,-1,-5,0,1,0,0,0,1,-1,-3,0,7,-1,-23,35,1,-1,-5,0,0,0,0
2341,32,66,3,-1,-5,30,2,-1,-5,2,1,-1,-5,4,2,-1,-5,0,1,1,7,0,1,-1,-3,0,1,0,0,34,1,0,0,0,0,0,0
2342,183,36,3,0,0,12,2,-1,-5,6,2,-1,-5,2,1,-1,-5,0,2,-1,-5,0,2,0,0,0,1,-1,-3,36,1,0,0,0,0,0,0
2343,155,6,1,-1,-5,5,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,2,-1,-15,0,1,-1,-5,0,1,1,7,36,1,-1,-3,0,0,0,0
2344,135,56,1,-1,-5,7,1,1,5,4,1,1,5,0,1,1,5,0,1,1,5,0,2,-1,-5,0,1,1,5,36,1,1,5,0,0,0,0
2345,113,46,1,0,0,0,1,1,7,0,1,1,7,4,1,0,0,0,3,0,0,0,1,-1,-5,0,1,-1,-5,40,1,-1,-5,0,0,0,0
2346,92,0,1,1,7,9,2,1,5,5,2,1,5,20,4,1,5,0,1,1,10,0,1,-1,-3,0,1,1,7,111,3,1,5,0,0,0,0
2347,65,35,1,0,0,134,2,0,0,2,1,-1,-5,0,1,0,0,0,1,-1,-5,0,1,-1,-10,0,1,-1,-10,77,2,-1,-5,0,0,0,0
2348,40,5,1,0,0,20,1,0,0,1,1,-1,-5,1,1,-1,-5,0,1,0,0,0,1,-1,-10,0,1,0,0,36,1,-1,-5,0,0,0,0
2349,187,16,1,1,5,75,2,-1,-5,5,1,1,10,4,1,1,10,0,2,1,5,0,1,1,5,0,2,1,5,39,1,1,10,0,0,0,0
2350,161,29,3,1,5,0,1,1,7,3,1,1,10,0,1,1,5,0,2,1,10,0,4,1,2,0,1,-1,-3,70,2,1,5,0,0,0,0
2351,134,0,1,-1,-3,40,3,1,5,0,1,1,5,18,3,1,14,0,1,1,45,0,2,1,5,0,1,1,5,35,1,1,5,0,0,0,0
2352,108,85,1,-1,-5,86,1,-1,-5,0,1,0,0,3,1,-1,-5,0,1,-1,-70,0,1,0,0,0,1,-1,-5,35,1,0,0,0,0,0,0
2353,85,14,1,-1,-3,5,1,0,0,0,1,0,0,0,1,0,0,0,1,-1,-70,0,1,0,0,0,1,-1,-5,42,1,0,0,0,0,0,0
2354,66,3,1,-1,-5,11,1,-1,-3,3,2,-1,-5,8,1,-1,-5,0,1,0,0,0,1,-1,-3,0,1,-1,-10,80,2,-1,-5,0,0,0,0
2355,45,148,1,-1,-5,112,1,-1,-5,2,1,-1,-5,4,1,-1,-10,0,1,-1,-35,0,1,-1,-3,0,2,-1,-8,38,1,-1,-5,0,0,0,0
2356,23,151,1,1,5,156,3,1,10,1,1,1,5,2,1,1,5,0,1,1,5,0,1,1,10,0,1,1,5,36,1,1,10,0,0,0,0
2357,185,0,1,1,5,0,1,1,5,2,1,1,5,3,1,1,5,0,1,1,5,0,1,1,5,0,2,1,5,36,1,1,5,0,0,0,0
2358,165,244,1,-1,-3,0,1,0,0,3,1,-1,-5,1,1,-1,-3,0,4,-1,-5,0,2,-1,-5,0,1,-1,-3,37,1,-1,-3,0,0,0,0
2359,142,727,1,0,0,542,1,-1,-5,2,1,-1,-5,5,1,0,0,0,1,-1,-5,0,1,-1,-5,0,2,-1,-5,40,1,-1,-5,0,0,0,0
2360,118,20,1,0,0,63,1,-1,-5,6,3,-1,-5,16,2,-1,-5,0,1,0,0,0,1,-1,-3,0,1,-1,-5,37,1,0,0,0,0,0,0
2361,95,175,1,-1,-5,175,1,-1,-5,3,1,-1,-5,3,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,2,-1,-5,37,1,0,0,0,0,0,0
2362,74,31,2,1,5,30,2,1,5,0,1,1,5,0,1,1,5,0,1,1,5,0,1,1,10,0,2,1,5,35,1,1,10,0,0,0,0
2363,50,212,2,-1,-5,157,1,-1,-3,0,1,0,0,1,1,-1,-3,0,1,-1,-20,0,1,-1,-3,0,1,-1,-5,35,1,-1,-3,0,0,0,0
2364,29,245,1,-1,-5,383,3,-1,-5,1,1,0,0,0,1,1,7,0,1,0,0,0,1,0,0,0,1,-1,-5,38,1,0,0,0,0,0,0
2365,187,316,1,1,5,540,2,1,5,2,1,1,5,5,1,1,10,0,1,1,7,0,1,1,10,0,1,1,5,36,1,1,5,0,0,0,0
2366,164,542,2,-1,-5,560,1,-1,-5,9,3,0,0,6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,114,3,0,0,0,0,0,0
2367,138,306,1,0,0,381,1,-1,-10,2,1,-1,-5,3,1,-1,-5,0,1,-1,-10,0,1,-1,-3,0,1,-1,-10,38,1,0,0,0,0,0,0
2368,115,35,3,0,0,23,2,-1,-5,9,2,-1,-5,2,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-3,37,1,0,0,0,0,0,0
2369,87,4,2,-1,-5,0,1,-1,-5,2,1,-1,-5,6,2,0,0,0,1,0,0,0,1,-1,-3,0,1,-1,-3,38,1,-1,-5,0,0,0,0
2370,64,13,2,-1,-5,7,1,0,0,3,3,-1,-5,2,1,-1,-5,0,2,-1,-5,0,2,-1,-5,0,1,-1,-5,73,2,0,0,0,0,0,0
2371,38,20,1,1,5,30,1,1,10,1,1,1,5,9,1,1,10,0,1,1,15,0,1,1,5,0,1,1,5,38,1,1,5,0,0,0,0
2372,17,395,2,-1,-5,378,1,-1,-5,2,1,-1,-5,12,2,0,0,0,1,-1,-5,0,2,-1,-5,0,1,-1,-10,41,1,-1,-5,0,0,0,0
2373,182,184,1,-1,-5,189,1,0,0,8,3,0,0,2,1,-1,-5,0,1,-1,-10,0,1,-1,-3,0,2,-1,-5,37,1,-1,-5,0,0,0,0
2374,159,358,1,-1,-5,359,1,-1,-5,14,4,-1,-5,9,1,-1,-5,0,1,0,0,0,1,-1,-3,0,2,-1,-5,38,1,0,0,0,0,0,0
2375,135,85,2,0,0,79,3,0,0,1,1,-1,-5,1,1,-1,-5,0,1,-1,-140,0,1,-1,-5,0,1,-1,-5,153,4,0,0,0,0,0,0
2376,107,16,2,-1,-5,0,1,1,7,15,3,-1,-5,5,1,-1,-10,0,1,-1,-75,0,1,-1,-5,0,1,1,7,72,2,-1,-5,0,0,0,0
2377,84,2,1,0,0,8,1,-1,-3,4,1,0,0,1,1,-1,-5,0,1,0,0,0,1,-1,-5,0,1,-1,-10,77,2,-1,-5,0,0,0,0
2378,62,0,1,1,7,12,1,-1,-3,0,1,-1,-5,6,2,-1,-5,0,1,1,30,0,1,-1,-5,0,2,-1,-5,36,1,0,0,0,0,0,0
2379,39,208,1,-1,-5,0,1,1,7,9,2,-1,-5,24,2,-1,-5,0,1,0,0,0,1,0,0,0,1,1,7,39,1,-1,-10,0,0,0,0
2380,183,19,3,0,0,5,1,-1,-3,0,1,-1,-5,2,1,-1,-5,0,1,1,37,0,1,-1,-10,0,1,-1,-5,40,1,-1,-5,0,0,0,0
2381,162,17,1,-1,-5,34,2,0,0,6,1,0,0,0,1,0,0,0,2,-1,-20,0,1,-1,-5,0,1,0,0,69,2,0,0,0,0,0,0
2382,139,112,1,-1,-5,108,1,-1,-5,1,1,-1,-5,0,1,1,7,0,1,-1,-5,0,1,-1,-5,0,1,0,0,111,3,-1,-5,0,0,0,0
2383,117,61,1,-1,-5,74,1,-1,-10,1,1,0,0,4,1,-1,-10,0,3,0,0,0,1,-1,-10,0,1,0,0,35,1,0,0,0,0,0,0
2384,93,24,4,-1,-5,5,1,-1,-5,2,1,-1,-5,1,1,-1,-5,0,1,-1,-5,0,1,-1,-10,0,1,-1,-5,79,2,0,0,0,0,0,0
2385,67,133,1,1,5,136,1,1,5,10,2,1,5,19,3,1,14,0,1,1,10,0,1,-1,-3,0,1,1,10,36,1,1,5,0,0,0,0
2386,43,193,1,1,10,260,1,1,10,5,1,1,5,5,1,1,10,0,1,1,5,0,1,1,5,0,1,-1,-10,38,1,1,5,0,0,0,0
2387,184,256,2,-1,-5,242,1,-1,-3,4,1,-1,-5,18,4,0,0,0,2,-1,-5,0,1,-1,-5,0,1,0,0,37,1,-1,-3,0,0,0,0
2388,160,901,2,-1,-5,1410,1,-1,-10,4,1,-1,-5,1,1,0,0,0,3,0,0,0,1,-1,-10,0,1,-1,-3,36,1,0,0,0,0,0,0
2389,135,138,3,-1,-10,110,1,-1,-10,10,7,-1,-15,0,1,0,0,0,2,-1,-25,0,1,-1,-5,0,1,-1,-5,36,1,-1,-10,0,0,0,0
2390,104,27,2,-1,-5,7,1,0,0,0,1,1,7,2,1,-1,-5,0,2,0,0,0,1,-1,-5,0,1,-1,-10,42,1,-1,-5,0,0,0,0
2391,81,0,1,1,10,1,1,1,5,3,1,1,10,8,1,1,10,0,1,1,5,0,1,1,10,0,1,-1,-5,114,3,1,10,0,0,0,0
2392,54,8,1,-1,-5,7,1,-1,-5,2,2,-1,-5,1,1,-1,-5,0,1,-1,-25,0,2,-1,-5,0,1,-1,-10,37,1,-1,-10,0,0,0,0
2393,30,525,3,1,5,321,1,1,10,1,1,1,5,5,1,1,10,0,1,1,5,0,1,1,10,0,1,1,5,34,1,1,5,0,0,0,0
2394,184,61,1,-1,-5,210,1,-1,-5,4,1,-1,-10,0,1,0,0,0,2,-1,-15,0,1,-1,-5,0,1,-1,-3,37,1,0,0,0,0,0,0
2395,162,241,1,-1,-3,410,1,-1,-3,4,2,-1,-5,4,1,-1,-3,0,3,-1,-20,0,1,-1,-3,0,2,-1,-5,38,1,-1,-3,0,0,0,0
2396,139,7,1,-1,-5,19,1,-1,-3,0,1,-1,-5,0,1,0,0,0,1,0,0,0,1,-1,-5,0,1,-1,-5,77,2,0,0,0,0,0,0
2397,120,46,2,0,0,5,2,-1,-5,2,2,-1,-5,17,2,-1,-5,0,1,1,45,0,2,-1,-5,0,1,-1,-3,42,1,0,0,0,0,0,0
2398,97,170,1,-1,-3,170,1,-1,-3,16,3,-1,-5,2,1,-1,-3,0,1,-1,-25,0,1,-1,-10,0,1,-1,-5,37,1,-1,-3,0,0,0,0
2399,75,6,1,-1,-3,32,3,-1,-5,5,1,-1,-10,1,1,-1,-5,0,3,-1,-30,0,1,-1,-5,0,1,-1,-10,34,1,-1,-5,0,0,0,0
2400,50,6,1,1,5,1,1,1,5,1,2,1,5,2,1,1,5,0,3,1,15,0,1,-1,-10,0,1,1,5,36,1,-1,-5,0,0,0,0
2401,26,208,1,-1,-3,169,1,-1,-3,2,1,-1,-3,2,1,-1,-3,0,1,-1,-5,0,1,-1,-5,0,1,-1,-10,75,2,0,0,0,0,0,0
2402,187,3,1,-1,-5,19,2,-1,-5,11,3,0,0,1,1,-1,-5,0,1,-1,-20,0,2,-1,-5,0,1,-1,-10,77,2,-1,-5,0,0,0,0
2403,162,1,1,-1,-3,0,1,-1,-3,0,1,1,7,5,1,-1,-5,0,1,0,0,0,1,-1,-5,0,1,-1,-5,38,1,-1,-5,0,0,0,0
2404,140,7,1,1,5,8,1,1,5,3,1,-1,-5,1,1,-1,-5,0,1,1,15,0,1,-1,-3,0,1,1,5,78,2,-1,-5,0,0,0,0
2405,117,709,1,-1,-5,716,1,-1,-5,18,4,0,0,7,1,-1,-10,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,36,1,-1,-10,0,0,0,0
2406,92,34,2,-1,-5,21,1,-1,-3,2,1,-1,-5,5,1,0,0,0,1,-1,-5,0,1,-1,-3,0,1,-1,-10,112,3,-1,-5,0,0,0,0
2407,68,49,3,0,0,114,2,-1,-5,0,1,-1,-5,4,1,0,0,0,2,-1,-25,0,1,-1,-3,0,1,-1,-5,39,1,0,0,0,0,0,0
2408,44,2,1,0,0,19,2,-1,-5,0,1,-1,-5,0,1,1,7,0,2,-1,-35,0,1,1,7,0,2,-1,-5,116,3,-1,-5,0,0,0,0
2409,21,12,3,1,5,8,1,-1,-3,1,1,-1,-5,2,2,1,5,0,1,1,5,0,2,1,5,0,1,-1,-10,75,2,1,5,0,0,0,0
2410,182,5,1,1,5,53,2,-1,-5,1,2,1,5,0,1,1,7,0,2,-1,-15,0,1,-1,-3,0,1,1,10,111,3,1,5,0,0,0,0
2411,155,16,1,-1,-3,2,3,1,5,2,2,1,5,6,1,1,5,0,2,1,45,0,1,-1,-10,0,1,-1,-5,36,1,1,5,0,0,0,0
2412,130,9,2,-1,-5,12,2,-1,-5,3,2,-1,-5,0,1,0,0,0,1,-1,-25,0,1,-1,-5,0,1,-1,-10,111,3,-1,-5,0,0,0,0
2413,105,5,1,0,0,10,1,-1,-5,7,1,-1,-10,4,1,0,0,0,1,0,0,0,2,0,0,0,1,-1,-10,38,1,-1,-5,0,0,0,0
2414,83,99,1,0,0,490,1,0,0,1,1,0,0,6,1,-1,-10,0,1,0,0,0,2,0,0,0,2,0,0,37,1,-1,-5,0,0,0,0
2415,58,748,2,1,5,616,2,-1,-5,2,1,1,5,5,1,1,5,0,1,1,30,0,2,1,5,0,1,-1,-3,36,1,1,5,0,0,0,0
2416,34,12,1,-1,-5,11,1,0,0,0,1,0,0,0,1,0,0,0,1,-1,-5,0,1,-1,-5,0,2,-1,-5,42,1,-1,-5,0,0,0,0
2417,187,14,1,-1,-5,6,1,-1,-3,0,1,0,0,14,3,-1,-5,0,2,-1,-5,0,1,-1,-5,0,3,1,2,38,1,0,0,0,0,0,0
2418,160,61,1,1,5,208,1,-1,-5,0,1,1,5,5,2,1,5,0,1,1,7,0,1,1,5,0,1,1,5,110,3,1,20,0,0,0,0
2419,135,615,1,1,5,615,1,1,10,4,2,1,5,9,2,-1,-5,0,1,1,5,0,1,-1,-10,0,2,1,5,37,1,1,5,0,0,0,0
2420,110,224,1,-1,-3,293,2,1,5,5,1,1,5,6,3,1,5,0,1,-1,-5,0,1,1,5,0,1,-1,-3,36,1,1,5,0,0,0,0
2421,86,18,1,-1,-5,24,1,0,0,19,8,1,2,12,2,0,0,0,1,-1,-10,0,1,-1,-5,0,1,-1,-10,39,1,0,0,0,0,0,0
2422,56,10,2,0,0,13,2,0,0,12,4,-1,-5,5,3,0,0,0,2,0,0,0,1,-1,-3,0,1,0,0,36,1,-1,-3,0,0,0,0
2423,29,89,1,-1,-10,44,1,-1,-5,0,1,1,7,3,1,-1,-5,0,1,0,0,0,1,-1,-3,0,1,-1,-3,38,1,0,0,0,0,0,0
2424,187,248,1,-1,-5,61,1,0,0,12,1,-1,-10,8,1,-1,-10,0,1,0,0,0,1,-1,-5,0,1,0,0,36,1,-1,-5,0,0,0,0
2425,165,0,1,0,0,124,1,-1,-5,5,1,0,0,5,1,0,0,0,1,-1,-50,0,1,-1,-5,0,1,-1,-5,36,1,-1,-10,0,0,0,0
2426,143,533,1,-1,-5,537,1,-1,-5,4,2,-1,-5,6,2,0,0,0,1,-1,-30,0,2,0,0,0,2,-1,-5,39,1,-1,-5,0,0,0,0
2427,118,12,1,-1,-5,6,1,-1,-3,7,2,1,5,0,1,1,5,0,1,1,30,0,1,1,10,0,1,-1,-3,39,1,-1,-3,0,0,0,0
2428,96,34,1,0,0,220,2,0,0,5,1,0,0,6,1,0,0,0,1,0,0,0,1,-1,-5,0,1,-1,-10,35,1,-1,-5,0,0,0,0
2429,75,27,3,1,5,29,2,1,5,4,1,1,5,1,1,-1,-5,0,2,1,5,0,1,1,5,0,2,1,5,38,1,1,7,0,0,0,0
2430,50,17,3,0,0,14,3,-1,-5,0,1,0,0,0,1,0,0,0,2,0,0,0,1,-1,-3,0,1,-1,-5,114,3,-1,-5,0,0,0,0
2431,24,37,1,-1,-5,117,1,-1,-5,7,1,-1,-10,2,1,-1,-5,0,1,-1,-10,0,2,-1,-5,0,1,-1,-5,36,1,-1,-5,0,0,0,0
2432,185,16,2,-1,-5,3,1,-1,-3,5,3,-1,-5,1,1,-1,-5,0,2,-1,-10,0,1,-1,-10,0,1,-1,-3,35,1,0,0,0,0,0,0
2433,161,0,1,1,5,12,2,1,5,7,2,1,5,11,2,-1,-5,0,1,1,15,0,1,1,5,0,1,1,5,79,2,-1,-5,0,0,0,0
2434,136,0,1,1,7,17,2,1,5,1,2,1,5,0,1,1,5,0,1,1,10,0,2,-1,-5,0,1,-1,-3,76,2,-1,-5,0,0,0,0
2435,110,146,1,1,5,147,1,1,5,11,1,1,10,2,1,1,5,0,1,1,10,0,1,-1,-10,0,2,1,5,39,1,1,10,0,0,0,0
2436,87,34,2,1,5,7,1,1,5,8,2,1,5,1,1,1,5,0,2,-1,-25,0,1,1,5,0,1,-1,-3,35,1,1,5,0,0,0,0
