ronda_num,agente_nombre,capital_inicial_ronda,capital_final_ronda,ganancia_neta_ronda,apuesta_total_ronda,resultado_ronda,cartas_restantes_mazo
2433,AgenteBasico,89998023,89998028,5,5,1,45
2434,AgenteBasico,89998028,89998033,5,5,1,203
2435,AgenteBasico,89998033,89998033,0,5,0,198
2436,AgenteBasico,89998033,89998028,-5,5,-1,193
2437,AgenteBasico,89998028,89998023,-5,5,-1,188
2438,AgenteBasico,89998023,89998020,-3,0,-1,181
2439,AgenteBasico,89998020,89998017,-3,0,-1,177
2440,AgenteBasico,89998017,89998022,5,5,1,173
2441,AgenteBasico,89998022,89998027,5,5,1,165
2442,AgenteBasico,89998027,89998022,-5,5,-1,158
2443,AgenteBasico,89998022,89998022,0,5,0,152
2444,AgenteBasico,89998022,89998022,0,10,0,147
2445,AgenteBasico,89998022,89998029,7,5,1,142
2446,AgenteBasico,89998029,89998029,0,5,0,138
2447,AgenteBasico,89998029,89998039,10,10,1,134
2448,AgenteBasico,89998039,89998039,0,5,0,127
2449,AgenteBasico,89998039,89998046,7,5,1,123
2450,AgenteBasico,89998046,89998041,-5,5,-1,118
2451,AgenteBasico,89998041,89998036,-5,5,-1,112
2452,AgenteBasico,89998036,89998031,-5,5,-1,107
2453,AgenteBasico,89998031,89998036,5,5,1,99
2454,AgenteBasico,89998036,89998036,0,5,0,94
2455,AgenteBasico,89998036,89998031,-5,5,-1,90
2456,AgenteBasico,89998031,89998036,5,5,1,86
2457,AgenteBasico,89998036,89998026,-10,10,-1,79
2458,AgenteBasico,89998026,89998031,5,5,1,72
2459,AgenteBasico,89998031,89998028,-3,0,-1,66
2460,AgenteBasico,89998028,89998033,5,5,1,62
2461,AgenteBasico,89998033,89998028,-5,5,-1,57
2462,AgenteBasico,89998028,89998035,7,5,1,51
2463,AgenteBasico,89998035,89998035,0,5,0,46
2464,AgenteBasico,89998035,89998035,0,10,0,203
2465,AgenteBasico,89998035,89998030,-5,5,-1,198
2466,AgenteBasico,89998030,89998035,5,5,1,192
2467,AgenteBasico,89998035,89998030,-5,5,-1,187
2468,AgenteBasico,89998030,89998035,5,5,1,182
2469,AgenteBasico,89998035,89998035,0,5,0,176
2470,AgenteBasico,89998035,89998035,0,5,0,169
2471,AgenteBasico,89998035,89998030,-5,5,-1,161
2472,AgenteBasico,89998030,89998025,-5,5,-1,156
2473,AgenteBasico,89998025,89998025,0,5,0,151
2474,AgenteBasico,89998025,89998030,5,5,1,146
2475,AgenteBasico,89998030,89998030,0,5,0,141
2476,AgenteBasico,89998030,89998037,7,5,1,136
2477,AgenteBasico,89998037,89998032,-5,5,-1,131
2478,AgenteBasico,89998032,89998037,5,5,1,125
2479,AgenteBasico,89998037,89998042,5,5,1,118
2480,AgenteBasico,89998042,89998037,-5,5,-1,113
2481,AgenteBasico,89998037,89998042,5,5,1,107
2482,AgenteBasico,89998042,89998037,-5,5,-1,101
2483,AgenteBasico,89998037,89998042,5,5,1,94
2484,AgenteBasico,89998042,89998039,-3,0,-1,89
2485,AgenteBasico,89998039,89998044,5,5,1,85
2486,AgenteBasico,89998044,89998039,-5,5,-1,79
2487,AgenteBasico,89998039,89998039,0,5,0,72
2488,AgenteBasico,89998039,89998044,5,5,1,67
2489,AgenteBasico,89998044,89998051,7,5,1,62
2490,AgenteBasico,89998051,89998056,5,5,1,57
2491,AgenteBasico,89998056,89998056,0,5,0,50
2492,AgenteBasico,89998056,89998051,-5,5,-1,202
2493,AgenteBasico,89998051,89998046,-5,5,-1,195
2494,AgenteBasico,89998046,89998046,0,5,0,189
2495,AgenteBasico,89998046,89998041,-5,5,-1,185
2496,AgenteBasico,89998041,89998036,-5,5,-1,180
2497,AgenteBasico,89998036,89998031,-5,5,-1,174
2498,AgenteBasico,89998031,89998028,-3,0,-1,168
2499,AgenteBasico,89998028,89998023,-5,5,-1,164
2500,AgenteBasico,89998023,89998013,-10,10,-1,160
2501,AgenteBasico,89998013,89998010,-3,0,-1,154
2502,AgenteBasico,89998010,89998017,7,5,1,150
2503,AgenteBasico,89998017,89998012,-5,5,-1,143
2504,AgenteBasico,89998012,89998017,5,5,1,136
2505,AgenteBasico,89998017,89998012,-5,5,-1,131
2506,AgenteBasico,89998012,89998007,-5,5,-1,125
2507,AgenteBasico,89998007,89998002,-5,5,-1,120
2508,AgenteBasico,89998002,89997992,-10,10,-1,114
2509,AgenteBasico,89997992,89997997,5,5,1,108
2510,AgenteBasico,89997997,89997987,-10,10,-1,103
2511,AgenteBasico,89997987,89997992,5,5,1,98
2512,AgenteBasico,89997992,89997999,7,5,1,93
2513,AgenteBasico,89997999,89997994,-5,5,-1,89
2514,AgenteBasico,89997994,89997999,5,5,1,84
2515,AgenteBasico,89997999,89997994,-5,5,-1,79
2516,AgenteBasico,89997994,89998004,10,10,1,73
2517,AgenteBasico,89998004,89998014,10,10,1,67
2518,AgenteBasico,89998014,89998009,-5,5,-1,60
2519,AgenteBasico,89998009,89998009,0,10,0,54
2520,AgenteBasico,89998009,89998009,0,5,0,48
2521,AgenteBasico,89998009,89998004,-5,5,-1,43
2522,AgenteBasico,89998004,89998004,0,10,0,38
2523,AgenteBasico,89998004,89998009,5,5,1,33
2524,AgenteBasico,89998009,89998009,0,5,0,27
2525,AgenteBasico,89998009,89998009,0,5,0,203
2526,AgenteBasico,89998009,89998004,-5,5,-1,199
2527,AgenteBasico,89998004,89998004,0,5,0,194
2528,AgenteBasico,89998004,89998004,0,5,0,188
2529,AgenteBasico,89998004,89997994,-10,10,-1,184
2530,AgenteBasico,89997994,89997991,-3,0,-1,179
2531,AgenteBasico,89997991,89997991,0,10,0,175
2532,AgenteBasico,89997991,89997996,5,5,1,169
2533,AgenteBasico,89997996,89998001,5,5,1,163
2534,AgenteBasico,89998001,89997996,-5,5,-1,156
2535,AgenteBasico,89997996,89997991,-5,5,-1,149
2536,AgenteBasico,89997991,89997986,-5,5,-1,144
2537,AgenteBasico,89997986,89997981,-5,5,-1,138
2538,AgenteBasico,89997981,89997981,0,5,0,132
2539,AgenteBasico,89997981,89997976,-5,5,-1,128
2540,AgenteBasico,89997976,89997976,0,5,0,122
2541,AgenteBasico,89997976,89997971,-5,5,-1,117
2542,AgenteBasico,89997971,89997976,5,5,1,112
2543,AgenteBasico,89997976,89997986,10,20,1,106
2544,AgenteBasico,89997986,89997986,0,5,0,94
2545,AgenteBasico,89997986,89997976,-10,10,-1,88
2546,AgenteBasico,89997976,89997976,0,5,0,83
2547,AgenteBasico,89997976,89997976,0,5,0,78
2548,AgenteBasico,89997976,89997971,-5,5,-1,72
2549,AgenteBasico,89997971,89997971,0,5,0,66
2550,AgenteBasico,89997971,89997976,5,5,1,61
2551,AgenteBasico,89997976,89997971,-5,5,-1,56
2552,AgenteBasico,89997971,89997971,0,5,0,49
2553,AgenteBasico,89997971,89997966,-5,5,-1,202
2554,AgenteBasico,89997966,89997971,5,5,1,198
2555,AgenteBasico,89997971,89997966,-5,5,-1,191
2556,AgenteBasico,89997966,89997961,-5,5,-1,186
2557,AgenteBasico,89997961,89997961,0,10,0,181
2558,AgenteBasico,89997961,89997956,-5,5,-1,175
2559,AgenteBasico,89997956,89997951,-5,5,-1,170
2560,AgenteBasico,89997951,89997946,-5,5,-1,165
2561,AgenteBasico,89997946,89997946,0,5,0,159
2562,AgenteBasico,89997946,89997953,7,5,1,155
2563,AgenteBasico,89997953,89997948,-5,5,-1,150
2564,AgenteBasico,89997948,89997958,10,10,1,145
2565,AgenteBasico,89997958,89997958,0,5,0,139
2566,AgenteBasico,89997958,89997948,-10,10,-1,134
2567,AgenteBasico,89997948,89997943,-5,5,-1,128
2568,AgenteBasico,89997943,89997943,0,5,0,124
2569,AgenteBasico,89997943,89997943,0,5,0,118
2570,AgenteBasico,89997943,89997938,-5,5,-1,114
2571,AgenteBasico,89997938,89997933,-5,5,-1,109
2572,AgenteBasico,89997933,89997933,0,5,0,102
2573,AgenteBasico,89997933,89997928,-5,10,-1,97
2574,AgenteBasico,89997928,89997928,0,5,0,88
2575,AgenteBasico,89997928,89997923,-5,5,-1,82
2576,AgenteBasico,89997923,89997928,5,5,1,78
2577,AgenteBasico,89997928,89997933,5,5,1,72
2578,AgenteBasico,89997933,89997928,-5,5,-1,67
2579,AgenteBasico,89997928,89997923,-5,5,-1,61
2580,AgenteBasico,89997923,89997930,7,5,1,55
2581,AgenteBasico,89997930,89997925,-5,5,-1,50
2582,AgenteBasico,89997925,89997920,-5,5,-1,42
2583,AgenteBasico,89997920,89997925,5,5,1,202
2584,AgenteBasico,89997925,89997925,0,5,0,197
2585,AgenteBasico,89997925,89997925,0,5,0,193
2586,AgenteBasico,89997925,89997925,0,5,0,186
2587,AgenteBasico,89997925,89997920,-5,5,-1,181
2588,AgenteBasico,89997920,89997920,0,5,0,177
2589,AgenteBasico,89997920,89997915,-5,5,-1,173
2590,AgenteBasico,89997915,89997920,5,5,1,165
2591,AgenteBasico,89997920,89997915,-5,5,-1,159
2592,AgenteBasico,89997915,89997905,-10,10,-1,152
2593,AgenteBasico,89997905,89997900,-5,5,-1,145
2594,AgenteBasico,89997900,89997905,5,5,1,139
2595,AgenteBasico,89997905,89997905,0,5,0,132
2596,AgenteBasico,89997905,89997905,0,5,0,126
2597,AgenteBasico,89997905,89997905,0,5,0,122
2598,AgenteBasico,89997905,89997915,10,10,1,117
2599,AgenteBasico,89997915,89997910,-5,5,-1,111
2600,AgenteBasico,89997910,89997920,10,10,1,103
2601,AgenteBasico,89997920,89997917,-3,0,-1,97
2602,AgenteBasico,89997917,89997912,-5,15,-1,93
2603,AgenteBasico,89997912,89997917,5,5,1,85
2604,AgenteBasico,89997917,89997917,0,10,0,79
2605,AgenteBasico,89997917,89997927,10,10,1,74
2606,AgenteBasico,89997927,89997922,-5,5,-1,68
2607,AgenteBasico,89997922,89997927,5,5,1,61
2608,AgenteBasico,89997927,89997932,5,5,1,56
2609,AgenteBasico,89997932,89997927,-5,5,-1,51
2610,AgenteBasico,89997927,89997937,10,10,1,46
2611,AgenteBasico,89997937,89997932,-5,5,-1,39
2612,AgenteBasico,89997932,89997932,0,5,0,34
2613,AgenteBasico,89997932,89997929,-3,0,-1,201
2614,AgenteBasico,89997929,89997919,-10,10,-1,196
2615,AgenteBasico,89997919,89997924,5,5,1,191
2616,AgenteBasico,89997924,89997924,0,10,0,185
2617,AgenteBasico,89997924,89997919,-5,5,-1,180
2618,AgenteBasico,89997919,89997914,-5,5,-1,174
2619,AgenteBasico,89997914,89997904,-10,10,-1,167
2620,AgenteBasico,89997904,89997911,7,5,1,157
2621,AgenteBasico,89997911,89997906,-5,5,-1,153
2622,AgenteBasico,89997906,89997901,-5,5,-1,149
2623,AgenteBasico,89997901,89997896,-5,5,-1,145
2624,AgenteBasico,89997896,89997891,-5,5,-1,138
2625,AgenteBasico,89997891,89997886,-5,5,-1,133
2626,AgenteBasico,89997886,89997886,0,10,0,127
2627,AgenteBasico,89997886,89997891,5,5,1,121
2628,AgenteBasico,89997891,89997886,-5,5,-1,116
2629,AgenteBasico,89997886,89997891,5,5,1,111
2630,AgenteBasico,89997891,89997886,-5,5,-1,106
2631,AgenteBasico,89997886,89997886,0,5,0,100
2632,AgenteBasico,89997886,89997886,0,5,0,95
2633,AgenteBasico,89997886,89997881,-5,5,-1,88
2634,AgenteBasico,89997881,89997878,-3,0,-1,79
2635,AgenteBasico,89997878,89997883,5,5,1,74
2636,AgenteBasico,89997883,89997878,-5,5,-1,69
2637,AgenteBasico,89997878,89997883,5,5,1,64
2638,AgenteBasico,89997883,89997883,0,10,0,59
2639,AgenteBasico,89997883,89997878,-5,5,-1,52
2640,AgenteBasico,89997878,89997873,-5,5,-1,47
2641,AgenteBasico,89997873,89997868,-5,5,-1,203
2642,AgenteBasico,89997868,89997873,5,5,1,198
2643,AgenteBasico,89997873,89997878,5,5,1,192
2644,AgenteBasico,89997878,89997878,0,5,0,187
2645,AgenteBasico,89997878,89997878,0,5,0,182
2646,AgenteBasico,89997878,89997873,-5,5,-1,177
2647,AgenteBasico,89997873,89997873,0,10,0,170
2648,AgenteBasico,89997873,89997883,10,10,1,164
2649,AgenteBasico,89997883,89997878,-5,5,-1,158
2650,AgenteBasico,89997878,89997873,-5,5,-1,151
2651,AgenteBasico,89997873,89997868,-5,5,-1,145
2652,AgenteBasico,89997868,89997863,-5,5,-1,140
2653,AgenteBasico,89997863,89997863,0,5,0,136
2654,AgenteBasico,89997863,89997858,-5,5,-1,131
2655,AgenteBasico,89997858,89997855,-3,0,-1,125
2656,AgenteBasico,89997855,89997860,5,5,1,121
2657,AgenteBasico,89997860,89997865,5,5,1,114
2658,AgenteBasico,89997865,89997860,-5,5,-1,109
2659,AgenteBasico,89997860,89997855,-5,5,-1,104
2660,AgenteBasico,89997855,89997855,0,5,0,99
2661,AgenteBasico,89997855,89997850,-5,5,-1,93
2662,AgenteBasico,89997850,89997855,5,5,1,88
2663,AgenteBasico,89997855,89997865,10,10,1,82
2664,AgenteBasico,89997865,89997865,0,5,0,76
2665,AgenteBasico,89997865,89997860,-5,5,-1,70
2666,AgenteBasico,89997860,89997855,-5,5,-1,66
2667,AgenteBasico,89997855,89997850,-5,5,-1,61
2668,AgenteBasico,89997850,89997845,-5,5,-1,57
2669,AgenteBasico,89997845,89997840,-5,10,-1,49
2670,AgenteBasico,89997840,89997845,5,5,1,201
2671,AgenteBasico,89997845,89997840,-5,5,-1,195
2672,AgenteBasico,89997840,89997835,-5,5,-1,187
2673,AgenteBasico,89997835,89997830,-5,5,-1,181
2674,AgenteBasico,89997830,89997835,5,5,1,175
2675,AgenteBasico,89997835,89997835,0,5,0,168
2676,AgenteBasico,89997835,89997840,5,5,1,163
2677,AgenteBasico,89997840,89997835,-5,5,-1,157
2678,AgenteBasico,89997835,89997830,-5,5,-1,152
2679,AgenteBasico,89997830,89997827,-3,0,-1,146
2680,AgenteBasico,89997827,89997824,-3,0,-1,142
2681,AgenteBasico,89997824,89997819,-5,5,-1,136
2682,AgenteBasico,89997819,89997814,-5,5,-1,132
2683,AgenteBasico,89997814,89997809,-5,5,-1,126
2684,AgenteBasico,89997809,89997814,5,5,1,120
2685,AgenteBasico,89997814,89997809,-5,5,-1,114
2686,AgenteBasico,89997809,89997804,-5,5,-1,110
2687,AgenteBasico,89997804,89997799,-5,5,-1,104
2688,AgenteBasico,89997799,89997809,10,10,1,99
2689,AgenteBasico,89997809,89997814,5,5,1,92
2690,AgenteBasico,89997814,89997809,-5,5,-1,85
2691,AgenteBasico,89997809,89997806,-3,0,-1,79
2692,AgenteBasico,89997806,89997796,-10,10,-1,73
2693,AgenteBasico,89997796,89997791,-5,5,-1,68
2694,AgenteBasico,89997791,89997791,0,10,0,63
2695,AgenteBasico,89997791,89997801,10,10,1,57
2696,AgenteBasico,89997801,89997806,5,5,1,51
2697,AgenteBasico,89997806,89997811,5,5,1,45
2698,AgenteBasico,89997811,89997806,-5,5,-1,203
2699,AgenteBasico,89997806,89997801,-5,5,-1,198
2700,AgenteBasico,89997801,89997806,5,5,1,193
2701,AgenteBasico,89997806,89997811,5,5,1,185
2702,AgenteBasico,89997811,89997806,-5,5,-1,177
2703,AgenteBasico,89997806,89997801,-5,5,-1,171
2704,AgenteBasico,89997801,89997796,-5,5,-1,166
2705,AgenteBasico,89997796,89997796,0,5,0,159
2706,AgenteBasico,89997796,89997791,-5,5,-1,154
2707,AgenteBasico,89997791,89997786,-5,5,-1,149
2708,AgenteBasico,89997786,89997781,-5,5,-1,143
2709,AgenteBasico,89997781,89997786,5,5,1,137
2710,AgenteBasico,89997786,89997786,0,5,0,130
2711,AgenteBasico,89997786,89997781,-5,5,-1,125
2712,AgenteBasico,89997781,89997781,0,5,0,117
2713,AgenteBasico,89997781,89997776,-5,5,-1,113
2714,AgenteBasico,89997776,89997771,-5,5,-1,109
2715,AgenteBasico,89997771,89997766,-5,5,-1,103
2716,AgenteBasico,89997766,89997761,-5,5,-1,97
2717,AgenteBasico,89997761,89997761,0,5,0,91
2718,AgenteBasico,89997761,89997756,-5,5,-1,86
2719,AgenteBasico,89997756,89997753,-3,0,-1,81
2720,AgenteBasico,89997753,89997748,-5,5,-1,77
2721,AgenteBasico,89997748,89997748,0,5,0,72
2722,AgenteBasico,89997748,89997753,5,5,1,67
2723,AgenteBasico,89997753,89997748,-5,5,-1,61
2724,AgenteBasico,89997748,89997745,-3,0,-1,55
2725,AgenteBasico,89997745,89997745,0,10,0,51
2726,AgenteBasico,89997745,89997740,-5,5,-1,202
2727,AgenteBasico,89997740,89997735,-5,5,-1,196
2728,AgenteBasico,89997735,89997730,-5,5,-1,191
2729,AgenteBasico,89997730,89997730,0,5,0,186
2730,AgenteBasico,89997730,89997735,5,5,1,180
2731,AgenteBasico,89997735,89997730,-5,5,-1,174
2732,AgenteBasico,89997730,89997730,0,5,0,170
2733,AgenteBasico,89997730,89997720,-10,10,-1,166
2734,AgenteBasico,89997720,89997715,-5,5,-1,160
2735,AgenteBasico,89997715,89997715,0,5,0,154
2736,AgenteBasico,89997715,89997705,-10,10,-1,150
2737,AgenteBasico,89997705,89997705,0,5,0,144
2738,AgenteBasico,89997705,89997700,-5,5,-1,139
2739,AgenteBasico,89997700,89997695,-5,5,-1,133
2740,AgenteBasico,89997695,89997685,-10,10,-1,127
2741,AgenteBasico,89997685,89997680,-5,5,-1,121
2742,AgenteBasico,89997680,89997675,-5,5,-1,115
2743,AgenteBasico,89997675,89997680,5,5,1,108
2744,AgenteBasico,89997680,89997685,5,5,1,102
2745,AgenteBasico,89997685,89997680,-5,5,-1,97
2746,AgenteBasico,89997680,89997680,0,5,0,91
2747,AgenteBasico,89997680,89997685,5,5,1,86
2748,AgenteBasico,89997685,89997690,5,5,1,75
2749,AgenteBasico,89997690,89997695,5,5,1,70
2750,AgenteBasico,89997695,89997702,7,5,1,62
2751,AgenteBasico,89997702,89997697,-5,5,-1,57
2752,AgenteBasico,89997697,89997692,-5,5,-1,52
2753,AgenteBasico,89997692,89997697,5,5,1,47
2754,AgenteBasico,89997697,89997702,5,5,1,42
2755,AgenteBasico,89997702,89997707,5,5,1,36
2756,AgenteBasico,89997707,89997697,-10,10,-1,31
2757,AgenteBasico,89997697,89997697,0,5,0,203
2758,AgenteBasico,89997697,89997694,-3,0,-1,198
2759,AgenteBasico,89997694,89997689,-5,5,-1,194
2760,AgenteBasico,89997689,89997684,-5,5,-1,188
2761,AgenteBasico,89997684,89997679,-5,5,-1,184
2762,AgenteBasico,89997679,89997669,-10,10,-1,177
2763,AgenteBasico,89997669,89997664,-5,5,-1,172
2764,AgenteBasico,89997664,89997674,10,10,1,166
2765,AgenteBasico,89997674,89997679,5,5,1,160
2766,AgenteBasico,89997679,89997676,-3,0,-1,152
2767,AgenteBasico,89997676,89997671,-5,5,-1,148
2768,AgenteBasico,89997671,89997676,5,5,1,144
2769,AgenteBasico,89997676,89997671,-5,5,-1,138
2770,AgenteBasico,89997671,89997666,-5,5,-1,134
2771,AgenteBasico,89997666,89997661,-5,5,-1,128
2772,AgenteBasico,89997661,89997656,-5,5,-1,123
2773,AgenteBasico,89997656,89997651,-5,5,-1,118
2774,AgenteBasico,89997651,89997641,-10,10,-1,111
2775,AgenteBasico,89997641,89997636,-5,5,-1,106
2776,AgenteBasico,89997636,89997636,0,5,0,101
2777,AgenteBasico,89997636,89997631,-5,5,-1,96
2778,AgenteBasico,89997631,89997636,5,5,1,91
2779,AgenteBasico,89997636,89997641,5,5,1,84
2780,AgenteBasico,89997641,89997636,-5,5,-1,79
2781,AgenteBasico,89997636,89997631,-5,5,-1,73
2782,AgenteBasico,89997631,89997626,-5,5,-1,68
2783,AgenteBasico,89997626,89997621,-5,5,-1,62
2784,AgenteBasico,89997621,89997626,5,5,1,57
2785,AgenteBasico,89997626,89997631,5,5,1,51
2786,AgenteBasico,89997631,89997621,-10,10,-1,45
2787,AgenteBasico,89997621,89997616,-5,5,-1,201
2788,AgenteBasico,89997616,89997611,-5,5,-1,194
2789,AgenteBasico,89997611,89997611,0,5,0,190
2790,AgenteBasico,89997611,89997606,-5,5,-1,184
2791,AgenteBasico,89997606,89997603,-3,0,-1,179
2792,AgenteBasico,89997603,89997603,0,5,0,174
2793,AgenteBasico,89997603,89997598,-5,5,-1,169
2794,AgenteBasico,89997598,89997593,-5,5,-1,164
2795,AgenteBasico,89997593,89997600,7,5,1,158
2796,AgenteBasico,89997600,89997610,10,10,1,154
2797,AgenteBasico,89997610,89997610,0,5,0,147
2798,AgenteBasico,89997610,89997615,5,5,1,140
2799,AgenteBasico,89997615,89997610,-5,5,-1,134
2800,AgenteBasico,89997610,89997605,-5,5,-1,127
2801,AgenteBasico,89997605,89997602,-3,0,-1,120
2802,AgenteBasico,89997602,89997602,0,5,0,116
2803,AgenteBasico,89997602,89997602,0,5,0,111
2804,AgenteBasico,89997602,89997597,-5,5,-1,104
2805,AgenteBasico,89997597,89997602,5,5,1,98
2806,AgenteBasico,89997602,89997599,-3,0,-1,92
2807,AgenteBasico,89997599,89997606,7,5,1,88
2808,AgenteBasico,89997606,89997616,10,10,1,82
2809,AgenteBasico,89997616,89997611,-5,5,-1,75
2810,AgenteBasico,89997611,89997606,-5,5,-1,70
2811,AgenteBasico,89997606,89997601,-5,5,-1,66
2812,AgenteBasico,89997601,89997591,-10,10,-1,62
2813,AgenteBasico,89997591,89997586,-5,5,-1,56
2814,AgenteBasico,89997586,89997581,-5,5,-1,52
2815,AgenteBasico,89997581,89997576,-5,5,-1,48
2816,AgenteBasico,89997576,89997581,5,5,1,42
2817,AgenteBasico,89997581,89997578,-3,0,-1,34
2818,AgenteBasico,89997578,89997575,-3,0,-1,204
2819,AgenteBasico,89997575,89997580,5,5,1,199
2820,AgenteBasico,89997580,89997575,-5,5,-1,193
2821,AgenteBasico,89997575,89997575,0,5,0,188
2822,AgenteBasico,89997575,89997570,-5,5,-1,182
2823,AgenteBasico,89997570,89997570,0,5,0,175
2824,AgenteBasico,89997570,89997570,0,5,0,168
2825,AgenteBasico,89997570,89997570,0,5,0,164
2826,AgenteBasico,89997570,89997577,7,5,1,158
2827,AgenteBasico,89997577,89997574,-3,0,-1,152
2828,AgenteBasico,89997574,89997571,-3,0,-1,148
2829,AgenteBasico,89997571,89997576,5,5,1,144
2830,AgenteBasico,89997576,89997571,-5,5,-1,137
2831,AgenteBasico,89997571,89997571,0,5,0,133
2832,AgenteBasico,89997571,89997571,0,10,0,128
2833,AgenteBasico,89997571,89997576,5,5,1,121
2834,AgenteBasico,89997576,89997576,0,5,0,116
2835,AgenteBasico,89997576,89997581,5,5,1,112
2836,AgenteBasico,89997581,89997581,0,5,0,105
2837,AgenteBasico,89997581,89997586,5,5,1,101
2838,AgenteBasico,89997586,89997581,-5,5,-1,95
2839,AgenteBasico,89997581,89997586,5,5,1,88
2840,AgenteBasico,89997586,89997591,5,5,1,83
2841,AgenteBasico,89997591,89997586,-5,5,-1,77
2842,AgenteBasico,89997586,89997591,5,5,1,70
2843,AgenteBasico,89997591,89997598,7,5,1,63
2844,AgenteBasico,89997598,89997593,-5,5,-1,59
2845,AgenteBasico,89997593,89997588,-5,5,-1,53
2846,AgenteBasico,89997588,89997583,-5,5,-1,49
2847,AgenteBasico,89997583,89997583,0,5,0,41
2848,AgenteBasico,89997583,89997583,0,5,0,204
2849,AgenteBasico,89997583,89997583,0,10,0,199
2850,AgenteBasico,89997583,89997583,0,5,0,193
2851,AgenteBasico,89997583,89997578,-5,5,-1,188
2852,AgenteBasico,89997578,89997575,-3,0,-1,182
2853,AgenteBasico,89997575,89997575,0,5,0,178
2854,AgenteBasico,89997575,89997575,0,5,0,173
2855,AgenteBasico,89997575,89997575,0,5,0,169
2856,AgenteBasico,89997575,89997575,0,5,0,164
2857,AgenteBasico,89997575,89997570,-5,5,-1,159
2858,AgenteBasico,89997570,89997565,-5,5,-1,154
2859,AgenteBasico,89997565,89997562,-3,0,-1,149
2860,AgenteBasico,89997562,89997557,-5,5,-1,145
2861,AgenteBasico,89997557,89997557,0,5,0,136
2862,AgenteBasico,89997557,89997557,0,5,0,129
2863,AgenteBasico,89997557,89997557,0,5,0,123
2864,AgenteBasico,89997557,89997557,0,5,0,118
2865,AgenteBasico,89997557,89997557,0,5,0,113
2866,AgenteBasico,89997557,89997552,-5,5,-1,108
2867,AgenteBasico,89997552,89997547,-5,5,-1,104
2868,AgenteBasico,89997547,89997542,-5,5,-1,99
2869,AgenteBasico,89997542,89997552,10,10,1,93
2870,AgenteBasico,89997552,89997557,5,5,1,87
2871,AgenteBasico,89997557,89997557,0,5,0,82
2872,AgenteBasico,89997557,89997552,-5,5,-1,77
2873,AgenteBasico,89997552,89997552,0,10,0,70
2874,AgenteBasico,89997552,89997552,0,5,0,63
2875,AgenteBasico,89997552,89997547,-5,5,-1,57
2876,AgenteBasico,89997547,89997542,-5,5,-1,49
2877,AgenteBasico,89997542,89997532,-10,10,-1,44
2878,AgenteBasico,89997532,89997532,0,5,0,37
2879,AgenteBasico,89997532,89997527,-5,5,-1,30
2880,AgenteBasico,89997527,89997534,7,5,1,203
2881,AgenteBasico,89997534,89997524,-10,10,-1,198
2882,AgenteBasico,89997524,89997529,5,5,1,192
2883,AgenteBasico,89997529,89997534,5,5,1,187
2884,AgenteBasico,89997534,89997529,-5,5,-1,182
2885,AgenteBasico,89997529,89997524,-5,5,-1,176
2886,AgenteBasico,89997524,89997519,-5,5,-1,170
2887,AgenteBasico,89997519,89997524,5,5,1,165
2888,AgenteBasico,89997524,89997529,5,5,1,158
2889,AgenteBasico,89997529,89997534,5,5,1,152
2890,AgenteBasico,89997534,89997529,-5,5,-1,146
2891,AgenteBasico,89997529,89997534,5,5,1,141
2892,AgenteBasico,89997534,89997524,-10,10,-1,135
2893,AgenteBasico,89997524,89997534,10,10,1,129
2894,AgenteBasico,89997534,89997529,-5,5,-1,122
2895,AgenteBasico,89997529,89997529,0,5,0,116
2896,AgenteBasico,89997529,89997529,0,5,0,112
2897,AgenteBasico,89997529,89997534,5,5,1,107
2898,AgenteBasico,89997534,89997529,-5,5,-1,102
2899,AgenteBasico,89997529,89997524,-5,5,-1,97
2900,AgenteBasico,89997524,89997519,-5,5,-1,91
2901,AgenteBasico,89997519,89997514,-5,5,-1,86
2902,AgenteBasico,89997514,89997509,-5,5,-1,79
2903,AgenteBasico,89997509,89997504,-5,10,-1,74
2904,AgenteBasico,89997504,89997501,-3,0,-1,65
2905,AgenteBasico,89997501,89997508,7,5,1,61
2906,AgenteBasico,89997508,89997513,5,5,1,57
2907,AgenteBasico,89997513,89997513,0,5,0,52
2908,AgenteBasico,89997513,89997510,-3,0,-1,45
2909,AgenteBasico,89997510,89997515,5,5,1,41
2910,AgenteBasico,89997515,89997510,-5,5,-1,35
2911,AgenteBasico,89997510,89997505,-5,5,-1,30
2912,AgenteBasico,89997505,89997500,-5,5,-1,204
2913,AgenteBasico,89997500,89997505,5,5,1,196
2914,AgenteBasico,89997505,89997502,-3,0,-1,186
2915,AgenteBasico,89997502,89997497,-5,5,-1,181
2916,AgenteBasico,89997497,89997497,0,5,0,177
2917,AgenteBasico,89997497,89997497,0,5,0,172
2918,AgenteBasico,89997497,89997502,5,5,1,168
2919,AgenteBasico,89997502,89997502,0,5,0,163
2920,AgenteBasico,89997502,89997497,-5,5,-1,158
2921,AgenteBasico,89997497,89997492,-5,5,-1,151
2922,AgenteBasico,89997492,89997489,-3,0,-1,146
2923,AgenteBasico,89997489,89997489,0,5,0,142
2924,AgenteBasico,89997489,89997479,-10,10,-1,136
2925,AgenteBasico,89997479,89997476,-3,0,-1,130
2926,AgenteBasico,89997476,89997466,-10,10,-1,124
2927,AgenteBasico,89997466,89997461,-5,5,-1,119
2928,AgenteBasico,89997461,89997461,0,5,0,115
