ronda_num,agente_nombre,capital_inicial_ronda,capital_final_ronda,ganancia_neta_ronda,apuesta_total_ronda,resultado_ronda,cartas_restantes_mazo
1,AgenteBasico,90000000,89999995,-5,5,-1,208
2,AgenteBasico,89999995,90000002,7,5,1,202
3,AgenteBasico,90000002,89999997,-5,5,-1,197
4,AgenteBasico,89999997,89999992,-5,5,-1,192
5,AgenteBasico,89999992,89999987,-5,5,-1,187
6,AgenteBasico,89999987,89999982,-5,5,-1,182
7,AgenteBasico,89999982,89999977,-5,5,-1,176
8,AgenteBasico,89999977,89999977,0,5,0,168
9,AgenteBasico,89999977,89999977,0,5,0,164
10,AgenteBasico,89999977,89999982,5,5,1,159
11,AgenteBasico,89999982,89999979,-3,0,-1,153
12,AgenteBasico,89999979,89999974,-5,5,-1,148
13,AgenteBasico,89999974,89999969,-5,5,-1,142
14,AgenteBasico,89999969,89999966,-3,0,-1,136
15,AgenteBasico,89999966,89999966,0,5,0,131
16,AgenteBasico,89999966,89999966,0,5,0,127
17,AgenteBasico,89999966,89999973,7,5,1,123
18,AgenteBasico,89999973,89999968,-5,5,-1,119
19,AgenteBasico,89999968,89999963,-5,5,-1,112
20,AgenteBasico,89999963,89999973,10,10,1,106
21,AgenteBasico,89999973,89999968,-5,5,-1,100
22,AgenteBasico,89999968,89999968,0,10,0,95
23,AgenteBasico,89999968,89999963,-5,5,-1,87
24,AgenteBasico,89999963,89999958,-5,5,-1,81
25,AgenteBasico,89999958,89999958,0,5,0,71
26,AgenteBasico,89999958,89999953,-5,5,-1,66
27,AgenteBasico,89999953,89999953,0,5,0,60
28,AgenteBasico,89999953,89999948,-5,5,-1,55
29,AgenteBasico,89999948,89999943,-5,5,-1,49
30,AgenteBasico,89999943,89999938,-5,5,-1,204
31,AgenteBasico,89999938,89999938,0,5,0,199
32,AgenteBasico,89999938,89999933,-5,5,-1,189
33,AgenteBasico,89999933,89999928,-5,5,-1,184
34,AgenteBasico,89999928,89999923,-5,5,-1,178
35,AgenteBasico,89999923,89999928,5,5,1,173
36,AgenteBasico,89999928,89999933,5,5,1,166
37,AgenteBasico,89999933,89999928,-5,5,-1,159
38,AgenteBasico,89999928,89999923,-5,5,-1,152
39,AgenteBasico,89999923,89999923,0,5,0,148
40,AgenteBasico,89999923,89999918,-5,5,-1,141
41,AgenteBasico,89999918,89999913,-5,5,-1,137
42,AgenteBasico,89999913,89999908,-5,5,-1,132
43,AgenteBasico,89999908,89999905,-3,0,-1,127
44,AgenteBasico,89999905,89999902,-3,0,-1,123
45,AgenteBasico,89999902,89999902,0,10,0,119
46,AgenteBasico,89999902,89999897,-5,5,-1,114
47,AgenteBasico,89999897,89999897,0,5,0,109
48,AgenteBasico,89999897,89999897,0,5,0,105
49,AgenteBasico,89999897,89999902,5,5,1,99
50,AgenteBasico,89999902,89999897,-5,5,-1,93
51,AgenteBasico,89999897,89999897,0,5,0,88
52,AgenteBasico,89999897,89999892,-5,5,-1,82
53,AgenteBasico,89999892,89999892,0,5,0,74
54,AgenteBasico,89999892,89999887,-5,5,-1,69
55,AgenteBasico,89999887,89999884,-3,0,-1,64
56,AgenteBasico,89999884,89999889,5,5,1,60
57,AgenteBasico,89999889,89999889,0,5,0,54
58,AgenteBasico,89999889,89999889,0,10,0,50
59,AgenteBasico,89999889,89999884,-5,5,-1,44
60,AgenteBasico,89999884,89999884,0,5,0,202
61,AgenteBasico,89999884,89999889,5,5,1,197
62,AgenteBasico,89999889,89999884,-5,5,-1,191
63,AgenteBasico,89999884,89999891,7,5,1,186
64,AgenteBasico,89999891,89999896,5,5,1,181
65,AgenteBasico,89999896,89999891,-5,5,-1,176
66,AgenteBasico,89999891,89999896,5,5,1,172
67,AgenteBasico,89999896,89999896,0,5,0,166
68,AgenteBasico,89999896,89999896,0,5,0,162
69,AgenteBasico,89999896,89999901,5,5,1,157
70,AgenteBasico,89999901,89999911,10,10,1,152
71,AgenteBasico,89999911,89999906,-5,5,-1,145
72,AgenteBasico,89999906,89999911,5,5,1,140
73,AgenteBasico,89999911,89999906,-5,5,-1,135
74,AgenteBasico,89999906,89999896,-10,10,-1,129
75,AgenteBasico,89999896,89999891,-5,5,-1,122
76,AgenteBasico,89999891,89999891,0,5,0,116
77,AgenteBasico,89999891,89999886,-5,5,-1,111
78,AgenteBasico,89999886,89999886,0,5,0,105
79,AgenteBasico,89999886,89999881,-5,5,-1,99
80,AgenteBasico,89999881,89999881,0,5,0,95
81,AgenteBasico,89999881,89999886,5,5,1,91
82,AgenteBasico,89999886,89999893,7,5,1,84
83,AgenteBasico,89999893,89999898,5,5,1,80
84,AgenteBasico,89999898,89999895,-3,0,-1,74
85,AgenteBasico,89999895,89999890,-5,5,-1,69
86,AgenteBasico,89999890,89999885,-5,5,-1,62
87,AgenteBasico,89999885,89999880,-5,5,-1,56
88,AgenteBasico,89999880,89999880,0,5,0,49
89,AgenteBasico,89999880,89999880,0,5,0,45
90,AgenteBasico,89999880,89999880,0,10,0,41
91,AgenteBasico,89999880,89999880,0,5,0,36
92,AgenteBasico,89999880,89999880,0,5,0,204
93,AgenteBasico,89999880,89999887,7,5,1,199
94,AgenteBasico,89999887,89999877,-10,10,-1,193
95,AgenteBasico,89999877,89999872,-5,5,-1,187
96,AgenteBasico,89999872,89999867,-5,5,-1,183
97,AgenteBasico,89999867,89999872,5,5,1,177
98,AgenteBasico,89999872,89999877,5,5,1,172
99,AgenteBasico,89999877,89999877,0,5,0,167
100,AgenteBasico,89999877,89999877,0,5,0,163
101,AgenteBasico,89999877,89999877,0,5,0,158
102,AgenteBasico,89999877,89999874,-3,0,-1,154
103,AgenteBasico,89999874,89999874,0,5,0,149
104,AgenteBasico,89999874,89999879,5,5,1,145
105,AgenteBasico,89999879,89999874,-5,5,-1,139
106,AgenteBasico,89999874,89999879,5,5,1,132
107,AgenteBasico,89999879,89999876,-3,0,-1,127
108,AgenteBasico,89999876,89999871,-5,5,-1,123
109,AgenteBasico,89999871,89999871,0,10,0,117
110,AgenteBasico,89999871,89999881,10,10,1,111
111,AgenteBasico,89999881,89999891,10,10,1,104
112,AgenteBasico,89999891,89999886,-5,5,-1,97
113,AgenteBasico,89999886,89999891,5,5,1,92
114,AgenteBasico,89999891,89999886,-5,5,-1,87
115,AgenteBasico,89999886,89999891,5,5,1,81
116,AgenteBasico,89999891,89999901,10,10,1,76
117,AgenteBasico,89999901,89999901,0,5,0,67
118,AgenteBasico,89999901,89999896,-5,5,-1,61
119,AgenteBasico,89999896,89999906,10,10,1,55
120,AgenteBasico,89999906,89999906,0,5,0,49
121,AgenteBasico,89999906,89999901,-5,5,-1,43
122,AgenteBasico,89999901,89999896,-5,5,-1,203
123,AgenteBasico,89999896,89999903,7,5,1,197
124,AgenteBasico,89999903,89999898,-5,5,-1,193
125,AgenteBasico,89999898,89999898,0,10,0,187
126,AgenteBasico,89999898,89999898,0,5,0,181
127,AgenteBasico,89999898,89999898,0,5,0,177
128,AgenteBasico,89999898,89999905,7,5,1,172
129,AgenteBasico,89999905,89999910,5,5,1,166
130,AgenteBasico,89999910,89999915,5,5,1,160
131,AgenteBasico,89999915,89999910,-5,5,-1,154
132,AgenteBasico,89999910,89999915,5,5,1,149
133,AgenteBasico,89999915,89999915,0,10,0,144
134,AgenteBasico,89999915,89999925,10,10,1,138
135,AgenteBasico,89999925,89999925,0,5,0,131
136,AgenteBasico,89999925,89999930,5,5,1,126
137,AgenteBasico,89999930,89999930,0,10,0,121
138,AgenteBasico,89999930,89999930,0,5,0,115
139,AgenteBasico,89999930,89999925,-5,5,-1,110
140,AgenteBasico,89999925,89999920,-5,5,-1,103
141,AgenteBasico,89999920,89999915,-5,5,-1,98
142,AgenteBasico,89999915,89999905,-10,10,-1,93
143,AgenteBasico,89999905,89999900,-5,5,-1,88
144,AgenteBasico,89999900,89999910,10,10,1,82
145,AgenteBasico,89999910,89999910,0,5,0,75
146,AgenteBasico,89999910,89999920,10,10,1,71
147,AgenteBasico,89999920,89999915,-5,5,-1,64
148,AgenteBasico,89999915,89999905,-10,10,-1,60
149,AgenteBasico,89999905,89999900,-5,5,-1,55
150,AgenteBasico,89999900,89999905,5,5,1,49
151,AgenteBasico,89999905,89999910,5,5,1,44
152,AgenteBasico,89999910,89999905,-5,5,-1,39
153,AgenteBasico,89999905,89999910,5,5,1,204
154,AgenteBasico,89999910,89999915,5,5,1,198
155,AgenteBasico,89999915,89999910,-5,5,-1,192
156,AgenteBasico,89999910,89999905,-5,5,-1,187
157,AgenteBasico,89999905,89999900,-5,5,-1,180
158,AgenteBasico,89999900,89999900,0,5,0,174
159,AgenteBasico,89999900,89999900,0,5,0,170
160,AgenteBasico,89999900,89999900,0,5,0,166
161,AgenteBasico,89999900,89999895,-5,5,-1,160
162,AgenteBasico,89999895,89999895,0,5,0,154
163,AgenteBasico,89999895,89999900,5,5,1,148
164,AgenteBasico,89999900,89999897,-3,0,-1,143
165,AgenteBasico,89999897,89999904,7,5,1,139
166,AgenteBasico,89999904,89999909,5,5,1,135
167,AgenteBasico,89999909,89999899,-10,10,-1,129
168,AgenteBasico,89999899,89999894,-5,5,-1,122
169,AgenteBasico,89999894,89999899,5,5,1,117
170,AgenteBasico,89999899,89999894,-5,5,-1,110
171,AgenteBasico,89999894,89999899,5,5,1,105
172,AgenteBasico,89999899,89999899,0,5,0,100
173,AgenteBasico,89999899,89999896,-3,0,-1,94
174,AgenteBasico,89999896,89999901,5,5,1,90
175,AgenteBasico,89999901,89999901,0,5,0,84
176,AgenteBasico,89999901,89999891,-10,10,-1,79
177,AgenteBasico,89999891,89999901,10,10,1,73
178,AgenteBasico,89999901,89999906,5,5,1,64
179,AgenteBasico,89999906,89999901,-5,5,-1,58
180,AgenteBasico,89999901,89999906,5,5,1,53
181,AgenteBasico,89999906,89999906,0,5,0,48
182,AgenteBasico,89999906,89999906,0,5,0,42
183,AgenteBasico,89999906,89999913,7,5,1,34
184,AgenteBasico,89999913,89999908,-5,5,-1,203
185,AgenteBasico,89999908,89999908,0,5,0,199
186,AgenteBasico,89999908,89999913,5,5,1,195
187,AgenteBasico,89999913,89999918,5,5,1,189
188,AgenteBasico,89999918,89999913,-5,5,-1,181
189,AgenteBasico,89999913,89999908,-5,5,-1,175
190,AgenteBasico,89999908,89999903,-5,5,-1,170
191,AgenteBasico,89999903,89999898,-5,5,-1,165
192,AgenteBasico,89999898,89999893,-5,5,-1,158
193,AgenteBasico,89999893,89999893,0,5,0,151
194,AgenteBasico,89999893,89999908,15,15,1,146
195,AgenteBasico,89999908,89999915,7,5,1,136
196,AgenteBasico,89999915,89999915,0,5,0,131
197,AgenteBasico,89999915,89999920,5,5,1,124
198,AgenteBasico,89999920,89999915,-5,5,-1,117
199,AgenteBasico,89999915,89999905,-10,10,-1,113
200,AgenteBasico,89999905,89999900,-5,5,-1,106
201,AgenteBasico,89999900,89999897,-3,0,-1,101
202,AgenteBasico,89999897,89999894,-3,0,-1,97
203,AgenteBasico,89999894,89999899,5,5,1,93
204,AgenteBasico,89999899,89999894,-5,5,-1,88
205,AgenteBasico,89999894,89999884,-10,10,-1,84
206,AgenteBasico,89999884,89999889,5,5,1,79
207,AgenteBasico,89999889,89999884,-5,5,-1,73
208,AgenteBasico,89999884,89999879,-5,5,-1,67
209,AgenteBasico,89999879,89999884,5,5,1,60
210,AgenteBasico,89999884,89999884,0,5,0,53
211,AgenteBasico,89999884,89999879,-5,5,-1,47
212,AgenteBasico,89999879,89999879,0,5,0,42
213,AgenteBasico,89999879,89999879,0,5,0,36
214,AgenteBasico,89999879,89999886,7,5,1,30
215,AgenteBasico,89999886,89999881,-5,5,-1,204
216,AgenteBasico,89999881,89999888,7,5,1,197
217,AgenteBasico,89999888,89999883,-5,5,-1,192
218,AgenteBasico,89999883,89999878,-5,5,-1,187
219,AgenteBasico,89999878,89999883,5,5,1,183
220,AgenteBasico,89999883,89999883,0,5,0,177
221,AgenteBasico,89999883,89999878,-5,5,-1,172
222,AgenteBasico,89999878,89999873,-5,5,-1,167
223,AgenteBasico,89999873,89999878,5,5,1,162
224,AgenteBasico,89999878,89999873,-5,5,-1,154
225,AgenteBasico,89999873,89999868,-5,5,-1,148
226,AgenteBasico,89999868,89999873,5,5,1,143
227,AgenteBasico,89999873,89999873,0,5,0,135
228,AgenteBasico,89999873,89999868,-5,5,-1,131
229,AgenteBasico,89999868,89999868,0,5,0,124
230,AgenteBasico,89999868,89999878,10,10,1,119
231,AgenteBasico,89999878,89999883,5,5,1,112
232,AgenteBasico,89999883,89999888,5,5,1,107
233,AgenteBasico,89999888,89999883,-5,5,-1,101
234,AgenteBasico,89999883,89999878,-5,5,-1,95
235,AgenteBasico,89999878,89999888,10,10,1,90
236,AgenteBasico,89999888,89999898,10,10,1,84
237,AgenteBasico,89999898,89999898,0,5,0,78
238,AgenteBasico,89999898,89999893,-5,5,-1,71
239,AgenteBasico,89999893,89999890,-3,0,-1,66
240,AgenteBasico,89999890,89999890,0,5,0,62
241,AgenteBasico,89999890,89999890,0,5,0,58
242,AgenteBasico,89999890,89999885,-5,5,-1,53
243,AgenteBasico,89999885,89999890,5,5,1,47
244,AgenteBasico,89999890,89999895,5,5,1,41
245,AgenteBasico,89999895,89999902,7,5,1,34
246,AgenteBasico,89999902,89999902,0,5,0,203
247,AgenteBasico,89999902,89999897,-5,5,-1,199
248,AgenteBasico,89999897,89999897,0,5,0,194
249,AgenteBasico,89999897,89999892,-5,5,-1,190
250,AgenteBasico,89999892,89999892,0,5,0,184
251,AgenteBasico,89999892,89999887,-5,5,-1,180
252,AgenteBasico,89999887,89999892,5,5,1,172
253,AgenteBasico,89999892,89999897,5,5,1,166
254,AgenteBasico,89999897,89999902,5,5,1,161
255,AgenteBasico,89999902,89999899,-3,0,-1,153
256,AgenteBasico,89999899,89999889,-10,10,-1,149
257,AgenteBasico,89999889,89999884,-5,5,-1,143
258,AgenteBasico,89999884,89999889,5,5,1,138
259,AgenteBasico,89999889,89999894,5,5,1,132
260,AgenteBasico,89999894,89999889,-5,5,-1,126
261,AgenteBasico,89999889,89999884,-5,5,-1,121
262,AgenteBasico,89999884,89999879,-5,5,-1,115
263,AgenteBasico,89999879,89999884,5,5,1,109
264,AgenteBasico,89999884,89999884,0,5,0,102
265,AgenteBasico,89999884,89999874,-10,10,-1,96
266,AgenteBasico,89999874,89999869,-5,5,-1,89
267,AgenteBasico,89999869,89999864,-5,5,-1,85
268,AgenteBasico,89999864,89999869,5,5,1,80
269,AgenteBasico,89999869,89999874,5,5,1,74
270,AgenteBasico,89999874,89999879,5,5,1,69
271,AgenteBasico,89999879,89999874,-5,5,-1,64
272,AgenteBasico,89999874,89999864,-10,10,-1,58
273,AgenteBasico,89999864,89999869,5,5,1,50
274,AgenteBasico,89999869,89999869,0,5,0,45
275,AgenteBasico,89999869,89999864,-5,5,-1,40
276,AgenteBasico,89999864,89999861,-3,0,-1,34
277,AgenteBasico,89999861,89999866,5,5,1,203
278,AgenteBasico,89999866,89999871,5,5,1,196
279,AgenteBasico,89999871,89999866,-5,5,-1,191
280,AgenteBasico,89999866,89999866,0,5,0,185
281,AgenteBasico,89999866,89999861,-5,5,-1,179
282,AgenteBasico,89999861,89999861,0,5,0,172
283,AgenteBasico,89999861,89999871,10,10,1,167
284,AgenteBasico,89999871,89999876,5,5,1,161
285,AgenteBasico,89999876,89999881,5,5,1,156
286,AgenteBasico,89999881,89999876,-5,5,-1,149
287,AgenteBasico,89999876,89999876,0,5,0,143
288,AgenteBasico,89999876,89999871,-5,5,-1,139
289,AgenteBasico,89999871,89999866,-5,5,-1,134
290,AgenteBasico,89999866,89999861,-5,5,-1,129
291,AgenteBasico,89999861,89999856,-5,5,-1,123
292,AgenteBasico,89999856,89999856,0,5,0,116
293,AgenteBasico,89999856,89999861,5,5,1,112
294,AgenteBasico,89999861,89999856,-5,5,-1,107
295,AgenteBasico,89999856,89999851,-5,5,-1,102
296,AgenteBasico,89999851,89999856,5,5,1,96
297,AgenteBasico,89999856,89999853,-3,0,-1,91
298,AgenteBasico,89999853,89999850,-3,0,-1,87
299,AgenteBasico,89999850,89999845,-5,5,-1,83
300,AgenteBasico,89999845,89999852,7,5,1,77
301,AgenteBasico,89999852,89999847,-5,5,-1,73
302,AgenteBasico,89999847,89999852,5,5,1,68
303,AgenteBasico,89999852,89999847,-5,5,-1,62
304,AgenteBasico,89999847,89999842,-5,5,-1,57
305,AgenteBasico,89999842,89999842,0,5,0,52
306,AgenteBasico,89999842,89999839,-3,0,-1,44
307,AgenteBasico,89999839,89999834,-5,5,-1,204
308,AgenteBasico,89999834,89999829,-5,5,-1,198
309,AgenteBasico,89999829,89999824,-5,5,-1,191
310,AgenteBasico,89999824,89999819,-5,5,-1,187
311,AgenteBasico,89999819,89999824,5,5,1,181
312,AgenteBasico,89999824,89999829,5,5,1,176
313,AgenteBasico,89999829,89999824,-5,5,-1,168
314,AgenteBasico,89999824,89999824,0,5,0,163
315,AgenteBasico,89999824,89999819,-5,5,-1,157
316,AgenteBasico,89999819,89999814,-5,5,-1,151
317,AgenteBasico,89999814,89999809,-5,5,-1,147
318,AgenteBasico,89999809,89999804,-5,5,-1,142
319,AgenteBasico,89999804,89999794,-10,10,-1,137
320,AgenteBasico,89999794,89999794,0,5,0,130
321,AgenteBasico,89999794,89999784,-10,10,-1,125
322,AgenteBasico,89999784,89999779,-5,5,-1,120
323,AgenteBasico,89999779,89999769,-10,10,-1,114
324,AgenteBasico,89999769,89999766,-3,0,-1,108
325,AgenteBasico,89999766,89999768,2,5,1,104
326,AgenteBasico,89999768,89999778,10,10,1,97
327,AgenteBasico,89999778,89999788,10,10,1,91
328,AgenteBasico,89999788,89999788,0,5,0,85
329,AgenteBasico,89999788,89999798,10,10,1,80
330,AgenteBasico,89999798,89999793,-5,5,-1,73
331,AgenteBasico,89999793,89999793,0,5,0,68
332,AgenteBasico,89999793,89999798,5,5,1,63
333,AgenteBasico,89999798,89999793,-5,5,-1,57
334,AgenteBasico,89999793,89999798,5,5,1,51
335,AgenteBasico,89999798,89999803,5,5,1,46
336,AgenteBasico,89999803,89999803,0,5,0,41
337,AgenteBasico,89999803,89999803,0,5,0,37
338,AgenteBasico,89999803,89999803,0,5,0,32
339,AgenteBasico,89999803,89999808,5,5,1,203
340,AgenteBasico,89999808,89999813,5,5,1,197
341,AgenteBasico,89999813,89999813,0,5,0,191
342,AgenteBasico,89999813,89999808,-5,5,-1,186
343,AgenteBasico,89999808,89999803,-5,5,-1,181
344,AgenteBasico,89999803,89999800,-3,0,-1,176
345,AgenteBasico,89999800,89999795,-5,5,-1,172
346,AgenteBasico,89999795,89999800,5,5,1,166
347,AgenteBasico,89999800,89999795,-5,5,-1,157
348,AgenteBasico,89999795,89999805,10,10,1,150
349,AgenteBasico,89999805,89999800,-5,5,-1,144
350,AgenteBasico,89999800,89999795,-5,5,-1,138
351,AgenteBasico,89999795,89999800,5,5,1,134
352,AgenteBasico,89999800,89999805,5,5,1,127
353,AgenteBasico,89999805,89999800,-5,5,-1,121
354,AgenteBasico,89999800,89999795,-5,5,-1,116
355,AgenteBasico,89999795,89999792,-3,0,-1,111
356,AgenteBasico,89999792,89999787,-5,5,-1,106
357,AgenteBasico,89999787,89999787,0,5,0,98
358,AgenteBasico,89999787,89999792,5,5,1,92
359,AgenteBasico,89999792,89999797,5,5,1,87
360,AgenteBasico,89999797,89999797,0,5,0,82
361,AgenteBasico,89999797,89999794,-3,0,-1,77
362,AgenteBasico,89999794,89999784,-10,10,-1,73
363,AgenteBasico,89999784,89999781,-3,0,-1,67
364,AgenteBasico,89999781,89999781,0,5,0,63
365,AgenteBasico,89999781,89999791,10,10,1,58
366,AgenteBasico,89999791,89999786,-5,5,-1,49
367,AgenteBasico,89999786,89999786,0,5,0,43
368,AgenteBasico,89999786,89999781,-5,5,-1,203
369,AgenteBasico,89999781,89999776,-5,5,-1,196
370,AgenteBasico,89999776,89999783,7,5,1,191
371,AgenteBasico,89999783,89999773,-10,10,-1,186
372,AgenteBasico,89999773,89999768,-5,5,-1,180
373,AgenteBasico,89999768,89999773,5,5,1,174
374,AgenteBasico,89999773,89999768,-5,5,-1,169
375,AgenteBasico,89999768,89999768,0,5,0,165
376,AgenteBasico,89999768,89999768,0,5,0,159
377,AgenteBasico,89999768,89999763,-5,5,-1,155
378,AgenteBasico,89999763,89999763,0,10,0,148
379,AgenteBasico,89999763,89999768,5,5,1,142
380,AgenteBasico,89999768,89999765,-3,0,-1,136
381,AgenteBasico,89999765,89999760,-5,5,-1,131
382,AgenteBasico,89999760,89999755,-5,5,-1,126
383,AgenteBasico,89999755,89999760,5,5,1,120
384,AgenteBasico,89999760,89999750,-10,10,-1,114
385,AgenteBasico,89999750,89999755,5,5,1,109
386,AgenteBasico,89999755,89999750,-5,5,-1,104
387,AgenteBasico,89999750,89999745,-5,5,-1,100
388,AgenteBasico,89999745,89999765,20,20,1,93
389,AgenteBasico,89999765,89999765,0,10,0,84
390,AgenteBasico,89999765,89999765,0,5,0,79
391,AgenteBasico,89999765,89999765,0,5,0,74
392,AgenteBasico,89999765,89999770,5,5,1,68
393,AgenteBasico,89999770,89999770,0,5,0,63
394,AgenteBasico,89999770,89999765,-5,5,-1,58
395,AgenteBasico,89999765,89999760,-5,5,-1,52
396,AgenteBasico,89999760,89999755,-5,5,-1,45
397,AgenteBasico,89999755,89999750,-5,5,-1,39
398,AgenteBasico,89999750,89999750,0,5,0,34
399,AgenteBasico,89999750,89999745,-5,5,-1,28
400,AgenteBasico,89999745,89999740,-5,5,-1,203
401,AgenteBasico,89999740,89999745,5,5,1,197
402,AgenteBasico,89999745,89999745,0,10,0,192
403,AgenteBasico,89999745,89999740,-5,5,-1,187
404,AgenteBasico,89999740,89999745,5,5,1,181
405,AgenteBasico,89999745,89999740,-5,5,-1,176
406,AgenteBasico,89999740,89999740,0,5,0,172
407,AgenteBasico,89999740,89999750,10,10,1,167
408,AgenteBasico,89999750,89999745,-5,5,-1,161
409,AgenteBasico,89999745,89999740,-5,5,-1,153
410,AgenteBasico,89999740,89999735,-5,5,-1,146
411,AgenteBasico,89999735,89999730,-5,5,-1,142
412,AgenteBasico,89999730,89999725,-5,5,-1,137
413,AgenteBasico,89999725,89999735,10,10,1,132
414,AgenteBasico,89999735,89999730,-5,5,-1,126
415,AgenteBasico,89999730,89999730,0,5,0,121
416,AgenteBasico,89999730,89999725,-5,5,-1,117
417,AgenteBasico,89999725,89999720,-5,5,-1,110
418,AgenteBasico,89999720,89999725,5,5,1,106
419,AgenteBasico,89999725,89999720,-5,5,-1,101
420,AgenteBasico,89999720,89999727,7,5,1,97
421,AgenteBasico,89999727,89999727,0,5,0,92
422,AgenteBasico,89999727,89999722,-5,5,-1,87
423,AgenteBasico,89999722,89999712,-10,10,-1,82
424,AgenteBasico,89999712,89999707,-5,5,-1,76
425,AgenteBasico,89999707,89999697,-10,10,-1,71
426,AgenteBasico,89999697,89999697,0,5,0,65
427,AgenteBasico,89999697,89999692,-5,5,-1,59
428,AgenteBasico,89999692,89999687,-5,5,-1,53
429,AgenteBasico,89999687,89999692,5,5,1,46
430,AgenteBasico,89999692,89999692,0,5,0,40
431,AgenteBasico,89999692,89999697,5,5,1,32
432,AgenteBasico,89999697,89999697,0,10,0,202
433,AgenteBasico,89999697,89999697,0,5,0,196
434,AgenteBasico,89999697,89999697,0,5,0,190
435,AgenteBasico,89999697,89999692,-5,5,-1,186
436,AgenteBasico,89999692,89999687,-5,5,-1,181
437,AgenteBasico,89999687,89999682,-5,5,-1,176
438,AgenteBasico,89999682,89999682,0,10,0,169
439,AgenteBasico,89999682,89999682,0,5,0,164
440,AgenteBasico,89999682,89999677,-5,5,-1,159
441,AgenteBasico,89999677,89999674,-3,0,-1,154
442,AgenteBasico,89999674,89999679,5,5,1,150
443,AgenteBasico,89999679,89999674,-5,5,-1,145
444,AgenteBasico,89999674,89999674,0,5,0,138
445,AgenteBasico,89999674,89999669,-5,5,-1,132
446,AgenteBasico,89999669,89999669,0,5,0,128
447,AgenteBasico,89999669,89999664,-5,5,-1,122
448,AgenteBasico,89999664,89999654,-10,40,-1,114
449,AgenteBasico,89999654,89999649,-5,5,-1,97
450,AgenteBasico,89999649,89999656,7,5,1,92
451,AgenteBasico,89999656,89999656,0,5,0,87
452,AgenteBasico,89999656,89999651,-5,5,-1,83
453,AgenteBasico,89999651,89999646,-5,5,-1,75
454,AgenteBasico,89999646,89999641,-5,5,-1,69
455,AgenteBasico,89999641,89999646,5,5,1,64
456,AgenteBasico,89999646,89999636,-10,10,-1,58
457,AgenteBasico,89999636,89999633,-3,0,-1,52
458,AgenteBasico,89999633,89999633,0,5,0,47
459,AgenteBasico,89999633,89999628,-5,5,-1,40
460,AgenteBasico,89999628,89999623,-5,5,-1,203
461,AgenteBasico,89999623,89999633,10,10,1,197
462,AgenteBasico,89999633,89999638,5,5,1,190
463,AgenteBasico,89999638,89999633,-5,5,-1,185
464,AgenteBasico,89999633,89999628,-5,5,-1,180
465,AgenteBasico,89999628,89999628,0,10,0,174
466,AgenteBasico,89999628,89999628,0,5,0,167
467,AgenteBasico,89999628,89999633,5,5,1,161
468,AgenteBasico,89999633,89999618,-15,15,-1,156
469,AgenteBasico,89999618,89999628,10,10,1,148
470,AgenteBasico,89999628,89999633,5,5,1,142
471,AgenteBasico,89999633,89999628,-5,5,-1,137
472,AgenteBasico,89999628,89999623,-5,5,-1,133
473,AgenteBasico,89999623,89999623,0,5,0,127
474,AgenteBasico,89999623,89999613,-10,10,-1,122
475,AgenteBasico,89999613,89999613,0,5,0,117
476,AgenteBasico,89999613,89999618,5,5,1,112
477,AgenteBasico,89999618,89999613,-5,5,-1,107
478,AgenteBasico,89999613,89999608,-5,5,-1,103
479,AgenteBasico,89999608,89999608,0,10,0,96
480,AgenteBasico,89999608,89999608,0,5,0,88
481,AgenteBasico,89999608,89999618,10,10,1,83
482,AgenteBasico,89999618,89999613,-5,5,-1,75
483,AgenteBasico,89999613,89999608,-5,5,-1,69
484,AgenteBasico,89999608,89999593,-15,15,-1,64
485,AgenteBasico,89999593,89999583,-10,10,-1,56
486,AgenteBasico,89999583,89999583,0,5,0,49
487,AgenteBasico,89999583,89999578,-5,5,-1,202
488,AgenteBasico,89999578,89999573,-5,5,-1,197
489,AgenteBasico,89999573,89999568,-5,5,-1,192
490,AgenteBasico,89999568,89999568,0,5,0,186
491,AgenteBasico,89999568,89999568,0,5,0,181
492,AgenteBasico,89999568,89999563,-5,5,-1,176
493,AgenteBasico,89999563,89999563,0,5,0,169
494,AgenteBasico,89999563,89999558,-5,5,-1,164
495,AgenteBasico,89999558,89999558,0,5,0,158
496,AgenteBasico,89999558,89999553,-5,5,-1,152
497,AgenteBasico,89999553,89999553,0,5,0,147
498,AgenteBasico,89999553,89999548,-5,10,-1,143
499,AgenteBasico,89999548,89999553,5,5,1,136
500,AgenteBasico,89999553,89999558,5,5,1,131
501,AgenteBasico,89999558,89999553,-5,5,-1,123
502,AgenteBasico,89999553,89999548,-5,5,-1,116
503,AgenteBasico,89999548,89999553,5,5,1,109
504,AgenteBasico,89999553,89999548,-5,5,-1,104
505,AgenteBasico,89999548,89999543,-5,5,-1,98
506,AgenteBasico,89999543,89999548,5,5,1,92
507,AgenteBasico,89999548,89999543,-5,5,-1,87
508,AgenteBasico,89999543,89999548,5,5,1,82
509,AgenteBasico,89999548,89999545,-3,0,-1,77
510,AgenteBasico,89999545,89999545,0,5,0,73
511,AgenteBasico,89999545,89999545,0,5,0,68
512,AgenteBasico,89999545,89999550,5,5,1,63
513,AgenteBasico,89999550,89999550,0,5,0,57
514,AgenteBasico,89999550,89999557,7,5,1,52
515,AgenteBasico,89999557,89999557,0,5,0,47
516,AgenteBasico,89999557,89999557,0,5,0,42
