episodio,capital,apuesta_promedio,entropia,timestamp
0,7813,356.0,0.00995,2025-07-16 16:54:00
1,15867,672.0,0.00995,2025-07-16 16:54:00
2,3824,193.0,0.00995,2025-07-16 16:54:00
3,7608,386.0,0.00995,2025-07-16 16:54:00
4,7435,344.0,0.00995,2025-07-16 16:54:00
5,6208,298.0,0.00995,2025-07-16 16:54:00
6,6412,305.0,0.00995,2025-07-16 16:54:00
7,3831,185.0,0.00995,2025-07-16 16:54:00
8,7553,351.0,0.00995,2025-07-16 16:54:00
9,3403,185.0,0.00995,2025-07-16 16:54:00
