episodio,capital,apuesta_promedio,entropia,timestamp
0,8885,468.0,0.00995,2025-07-16 17:04:58
1,4286,230.0,0.00995,2025-07-16 17:04:58
2,4218,225.0,0.00995,2025-07-16 17:04:58
3,5377,291.0,0.00995,2025-07-16 17:04:58
4,6087,335.0,0.00995,2025-07-16 17:04:58
5,5560,0.0,0.00995,2025-07-16 17:04:58
6,5823,0.0,0.01,2025-07-16 17:04:58
7,18685,908.0,0.00995,2025-07-16 17:04:58
8,2290,131.0,0.00995,2025-07-16 17:04:58
9,2862,0.0,0.00995,2025-07-16 17:04:58
