episodio,capital,apuesta_promedio,entropia,timestamp
0,8622,0.0,0.00995,2025-07-16 16:32:51
1,10371,441.0,0.00995,2025-07-16 16:32:51
2,10364,407.0,0.00995,2025-07-16 16:32:51
3,9980,385.0,0.00995,2025-07-16 16:32:51
4,10420,413.0,0.00995,2025-07-16 16:32:51
5,9969,421.0,0.00995,2025-07-16 16:32:51
6,10411,421.0,0.00995,2025-07-16 16:32:51
7,10972,908.0,0.00995,2025-07-16 16:32:51
8,11446,858.0,0.00995,2025-07-16 16:32:51
9,9382,381.0,0.00995,2025-07-16 16:32:51
