n_trees,train_acc,val_acc,train_loss,val_loss,f1_macro_train,f1_macro_val
2,0.8683686937336249,0.8659653684770403,0.3848707142346497,0.4604256583666149,0.7888768340147547,0.787390761164768
4,0.8723085712034355,0.8696885526860114,0.37288513114337596,0.42593917770919265,0.7999689381555701,0.8003576215169046
6,0.872801055887162,0.870634123278766,0.3753635230859413,0.40992574555120354,0.7986232308019219,0.7995998430711502
8,0.8734314362823317,0.8712251048992377,0.373669714208396,0.4047037127895403,0.797308414464106,0.798411394663599
10,0.8721903748793413,0.8702795343064831,0.37250622307165027,0.3955124036248285,0.7933518794167279,0.7969924372263282
12,0.8727222583377657,0.8705750251167189,0.37237795621220493,0.39560217623249994,0.7982846718454704,0.7989103357254894
14,0.873943620353407,0.8715796938715206,0.3715181274011084,0.3951559383722271,0.7989121074515021,0.7996289857707789
16,0.8731753442467939,0.8705750251167189,0.3733541404132726,0.396525351153299,0.7987942603480591,0.7990659158987554
18,0.8730177491480015,0.8697476508480586,0.37177966326532036,0.3935751121336539,0.7987936650441532,0.7975925334095354
20,0.8731162460847468,0.8699840434962473,0.37095409033764165,0.392712642294423,0.7992764624832784,0.7990253163161908
22,0.87429820932569,0.8714614975474263,0.36997283638440204,0.39135683548009814,0.801275482049834,0.8010973447268632
24,0.873195043634143,0.8708114177649076,0.37058420773737555,0.39195621021362337,0.7951858734076642,0.7988359354858
26,0.8736678289305203,0.8706932214408132,0.3721860872940383,0.39331863869741285,0.8002707385903414,0.7998730934193192
28,0.8733526387329354,0.8705750251167189,0.3720057870600018,0.3932791675800738,0.8001745264846161,0.799691454377102
30,0.8738451234166618,0.870988712251049,0.3726591974653333,0.3905189162995697,0.8009227136413706,0.8004828089760908
32,0.8734708350570297,0.8712842030612848,0.3733366372237256,0.39097832458988796,0.8002917576025723,0.7999746159193013
34,0.873904221578709,0.8708114177649076,0.3726798665454986,0.390307843746746,0.8025729234263105,0.7968606963492769
36,0.8742391111636428,0.8712842030612848,0.37239840783954575,0.39005416612443894,0.8030021974372561,0.7981260827733049
38,0.8736087307684731,0.871756988357662,0.3721799722796033,0.3898456893056879,0.7999155774308292,0.8018523340630764
40,0.8732541417961901,0.8708705159269546,0.3719340705336116,0.3897521530387644,0.797883504796278,0.7971513989256442
42,0.8735102338317279,0.8710478104130962,0.371838916890113,0.3895663724343413,0.7990203310845836,0.797017811998174
44,0.8734708350570297,0.8711069085751433,0.37147915331552556,0.3890983992783287,0.7986917850143664,0.797128118884552
46,0.8733920375076335,0.8712842030612848,0.37107899065656713,0.3887771028249524,0.7977973550562593,0.7979139025446157
48,0.8733329393455863,0.8715796938715206,0.37084617488835026,0.38865611313011045,0.7968701069247921,0.8006629126802002
50,0.8734314362823317,0.8715796938715206,0.3704405844618512,0.3882780202640802,0.7968178524292548,0.7999201744936816
52,0.8734511356696807,0.8715796938715206,0.3705140966297779,0.38843819477638164,0.7971493350543334,0.80026198207537
54,0.8734314362823317,0.8715205957094735,0.3702898801966636,0.3882524540833718,0.7971402320469956,0.8002346313873205
56,0.8735496326064259,0.871756988357662,0.37002546705108597,0.38801758086401616,0.7979166587081358,0.8012573413001668
58,0.8738845221913598,0.8719342828438036,0.36975058683536477,0.3877584485481791,0.8005002437684775,0.8019991228697911
60,0.8738845221913598,0.8719342828438036,0.36928213550330935,0.3873954221302816,0.8003614989520657,0.8019991228697911
62,0.8736875283178693,0.8719933810058507,0.36920003883195024,0.3874186475463844,0.7982946380697292,0.8019404335036502
64,0.8735890313811241,0.8718160865197092,0.36948618015963647,0.38775745535961426,0.7981363213830803,0.8017025919426523
66,0.8735890313811241,0.8718160865197092,0.3695581682310197,0.38784700070872163,0.7982894648339048,0.8020405582532419
68,0.8737269270925674,0.8719933810058507,0.36963642310384237,0.38790918042257516,0.7985239668044267,0.8022778278975192
70,0.873943620353407,0.872111577329945,0.36976403955222636,0.38789884730941504,0.8005019082172311,0.8029024272806786
72,0.8740815160648504,0.8719342828438036,0.36953818599688265,0.38762890901240366,0.801754264928341,0.8024993040126862
74,0.8740421172901522,0.8718160865197092,0.3696494978668653,0.387758507046071,0.8011802040870663,0.8014245969113396
76,0.8737466264799165,0.8716978901956149,0.36997803004691127,0.3880517340716454,0.7989907170708668,0.8010059522628646
78,0.8736875283178693,0.8716978901956149,0.36983707630844764,0.38798725370500003,0.7988188355011648,0.8010059522628646
80,0.8740027185154542,0.8718160865197092,0.3697826741123231,0.38788411487484986,0.8012290551058452,0.8016348154655549
82,0.8737072277052184,0.8716978901956149,0.3696775161330015,0.3877733137783019,0.7989320275865538,0.8007952922610697
84,0.8737072277052184,0.8716978901956149,0.3693765342751744,0.3875170825466264,0.7989320275865538,0.8007952922610697
86,0.8736087307684731,0.8716978901956149,0.36910479234963084,0.38728074875101065,0.7989368779056448,0.8007952922610697
88,0.8738648228040108,0.8718160865197092,0.369263241121401,0.38743084655778637,0.8011435308775627,0.8014245969113396
