n_trees,train_acc,val_acc,train_loss,val_loss,f1_macro_train,f1_macro_val
90,0.8738057246419636,0.8716387920335678,0.36922058340496783,0.38743371305503804,0.8006473306633426,0.8000967600776636
92,0.8734708350570297,0.8714614975474263,0.3693259969679701,0.38750682820947174,0.7984265354606338,0.799744878916736
94,0.8734905344443787,0.8715796938715206,0.36917905311298205,0.38740498772586396,0.7981460401834191,0.7994517183765419
96,0.8737269270925674,0.8716978901956149,0.3691252885425097,0.3873289234443101,0.7983414258971007,0.7996117384925687
98,0.8734708350570297,0.871756988357662,0.36936069137121463,0.3875441489353275,0.7970826983636498,0.8002896859095248
100,0.8733723381202845,0.8716387920335678,0.369164907891637,0.38573752960129043,0.7970776437364907,0.8001296628520909
102,0.8734117368949825,0.8716387920335678,0.3691292770830533,0.38570828808778923,0.79705819836979,0.8001627180537639
104,0.8733723381202845,0.8716978901956149,0.36920763846151594,0.38579115813098,0.7967454675336247,0.8002945260335368
106,0.8733723381202845,0.8716978901956149,0.36913870963213286,0.3857357301721121,0.7967454675336247,0.8002945260335368
108,0.8733723381202845,0.8716978901956149,0.36941331220185386,0.3859859987165594,0.7967454675336247,0.8002945260335368
110,0.873214743021492,0.8715796938715206,0.3696397419821322,0.3861773016961976,0.796418852277893,0.8001345088584015
112,0.8733526387329354,0.8716978901956149,0.36979752435354635,0.38629535543224913,0.7965901554900409,0.8002945260335368
114,0.8733329393455863,0.8716978901956149,0.3698461615440154,0.38640440412543053,0.7965799934518983,0.8002945260335368
116,0.8734905344443787,0.8719342828438036,0.36961259656686857,0.3862185877434288,0.7975305062667546,0.8013154871465881
118,0.8734511356696807,0.8718160865197092,0.3695920985284919,0.3861718116493544,0.7975101904263668,0.8007302120924237
120,0.8734511356696807,0.8718160865197092,0.3693859572154595,0.3859929512518867,0.7975101904263668,0.8007302120924237
122,0.8734511356696807,0.8718160865197092,0.3693412458979275,0.3859852108519043,0.7975101904263668,0.8007302120924237
124,0.8734511356696807,0.8718160865197092,0.3695506871369404,0.38616874488481595,0.7975101904263668,0.8007302120924237
126,0.8734905344443787,0.8718160865197092,0.36935183720168807,0.3860006031687316,0.7975305062667546,0.8007302120924237
128,0.8734905344443787,0.8718160865197092,0.3692614327517854,0.38591504405206134,0.7975305062667546,0.8007302120924237
130,0.8734117368949825,0.8716978901956149,0.3691238464560827,0.38579898410490593,0.7967598145976584,0.7998338936255716
132,0.8734314362823317,0.8716978901956149,0.3692068276081817,0.3858437289784063,0.7967699721628876,0.7998338936255716
134,0.8734905344443787,0.8718160865197092,0.36945193079793054,0.3860409647766137,0.7975305062667546,0.8007302120924237
136,0.8735102338317279,0.8718160865197092,0.3696987976145689,0.38622862421120274,0.7975406638319836,0.8007302120924237
138,0.8735299332190769,0.8718160865197092,0.3698844130879675,0.3863528829088861,0.7975529306854036,0.8007302120924237
140,0.8734905344443787,0.8718751846817564,0.36966173626708876,0.38617843585340983,0.7975326169691275,0.8007575650361092
