mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,mean_train_score,std_train_score
2.246856987476349,0.08118647758844852,0.22747772932052612,0.04248905746397525,2,2,sqrt,20,False,"{'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}",-0.14397377086126895,-0.19127658802818148,-0.04235343972862826,-0.10364964639302654,-0.12031336125277631,0.05466036794195041,21,0.20490005126860633,0.20718433462003416,0.16983003137771757,0.21332611553363423,0.19881013319999807,0.01701304202844011
2.5418701171875,0.3065276371870066,0.23119819164276123,0.015930625363296227,2,4,0.5,20,False,"{'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 20, 'bootstrap': False}",-0.08787795576007551,-0.05612036240246465,-0.002437019127935036,-0.04140664846681319,-0.0469604964393221,0.030705564971709884,19,0.16949949239256,0.16407400779989811,0.1374559682022013,0.17301194394925146,0.16101035308597772,0.013966913553781112
0.018384218215942383,0.009297528312284737,0.0,0.0,2,2,auto,5,False,"{'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 5, 'bootstrap': False}",,,,,,,25,,,,,,
1.4989803433418274,0.10546242493051859,0.15948504209518433,0.0371642274468642,2,4,sqrt,10,False,"{'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10, 'bootstrap': False}",-0.02600636647399024,0.004212626471268299,0.01412905657254615,-0.0024562760169004605,-0.0025302398617690625,0.014782865042296296,7,0.12779621481064307,0.11027314723192572,0.0983778493070383,0.13060790766243235,0.11676377975300986,0.013167623644390095
1.7660579085350037,0.23325454885177188,0.2449384331703186,0.028255965808357087,2,4,sqrt,,True,"{'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': True}",-0.04844616031548199,-0.01827952521174847,0.0040920301213507315,-0.01844583887463025,-0.020269873570127495,0.018672801580021273,12,0.13804011056760812,0.13245848431590412,0.11704115037186535,0.14000301991352548,0.13188569129222577,0.00900633648532519
0.029335498809814453,0.014815753823711567,0.0,0.0,2,2,auto,,False,"{'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': None, 'bootstrap': False}",,,,,,,25,,,,,,
2.023390769958496,0.17899573749513092,0.15987199544906616,0.03405352197533507,10,1,0.5,10,False,"{'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 10, 'bootstrap': False}",-0.05865998226846347,-0.0787383233739758,0.00865609020200131,-0.032984600641186024,-0.040431704020405995,0.03265248116357349,17,0.15289619959245782,0.15069275061321852,0.11526597567383157,0.16249720517880062,0.14533803276457713,0.01792041227655452
1.6247642040252686,0.1681076737956059,0.159248948097229,0.04105248900600341,5,1,0.5,10,True,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 10, 'bootstrap': True}",-0.05735367522296264,-0.06444077966972217,-0.0015615760674478896,-0.027938616944215955,-0.037823661976087164,0.025012723569553585,16,0.162640552082856,0.16654815316384075,0.13776206936367175,0.17063679093935613,0.15939689138743116,0.012806860911625546
1.9301958084106445,0.1874109041314764,0.22750431299209595,0.01272250837228798,5,4,sqrt,20,False,"{'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}",-0.08194147371897831,-0.042171902947419904,-0.008596875012920613,-0.038428928338761104,-0.04278479500451998,0.026083560782525644,18,0.16813796209004717,0.15947373440110868,0.1368957402365909,0.16992405846562642,0.1586078737983433,0.013143868120330108
0.017389357089996338,0.008988750811831654,0.0,0.0,5,2,auto,5,False,"{'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 5, 'bootstrap': False}",,,,,,,25,,,,,,
1.2361533641815186,0.22204681907912424,0.10123813152313232,0.03457195017871237,2,4,0.5,5,False,"{'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 5, 'bootstrap': False}",0.009877894576194146,0.02604628748076887,0.011956773905267726,0.013729190591001084,0.015402536638307956,0.006294530755292863,3,0.047535189526318744,0.04133695611801469,0.03771172116414012,0.049834375981104184,0.044104560697394435,0.004825143255723694
0.008100032806396484,0.0020165721568802726,0.0,0.0,2,2,auto,5,True,"{'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 5, 'bootstrap': True}",,,,,,,25,,,,,,
0.008752524852752686,0.00219433450119967,0.0,0.0,5,1,auto,20,False,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",,,,,,,25,,,,,,
2.1538745760917664,0.1445463570156868,0.29832714796066284,0.02293897536062068,2,1,sqrt,,True,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': True}",-0.1662835445317301,-0.22149996529640248,-0.11419094500981886,-0.10342438376629426,-0.15134970965106143,0.04696192192131348,22,0.21519953094572253,0.2259769530477025,0.18991170813568814,0.22412228953360758,0.21380262041568018,0.014382602288336465
