feature,importance
mano_valor,0.28807669391620794
mano_sobre_dealer,0.18209106798907357
valor_por_carta,0.1457441105147736
mano_vs_dealer,0.11204308676491201
dealer_valor_carta,0.08265674426359891
blanda_y_valor,0.04569155714312719
mano_es_blanda,0.034086779205998785
mano_num_cartas,0.03009128413623343
mano_es_par_divisible,0.024469580753281064
usa_conteo,0.02079101772016017
conteo_cartas,0.017321362630357204
cartas_por_conteo,0.01693671496227607
